Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
295350711628231000,Made the right decision to leave. Heaps of fallen trees and a downed powerline made for the worst driving conditions I've been in #qldfloods,Eyewitness,Infrastructure and utilities,Related - but not informative
295357305090875000,RT @StJohnAmbQld: RT @SESBrisbane Is your mobile phone fully charged? Do you have emergency numbers saved in it? #bigwet #qld #qldfloods,NGOs,Other Useful Information,Related - but not informative
295358001328554000,And @BakedRelief is live. Pls let them know where they can help. #bakedrelief #bigwet,NGOs,Donations and volunteering,Related - but not informative
295375168640020000,Moffat Beach #sunshinecoast #bigwet http://t.co/cMUQxsHu,Outsiders,Other Useful Information,Related - but not informative
295393011171480000,There is still the potential for #tornado activity across SEQ. #bigwet,Government,Caution and advice,Related - but not informative
295394907001074000,There's dihydrogen monixide everywhere! #bnestorm #bigwet,Outsiders,Other Useful Information,Related - but not informative
295395573916373000,A shot of the tree on our roof taken from the neighbour's garden. #bigwet #bnestorm http://t.co/udtnqO9w,Eyewitness,Affected individuals,Related - but not informative
295396999979741000,@HarveyNormanAU Can it make the #bigwet go away up here?,Business,Other Useful Information,Related - but not informative
295403480154243000,"Keperra Golf Course, NW Brisbane @abcnews  #bigwet pic by Jay Larkins @Wika1115 http://t.co/O4CtoHZG",Media,Other Useful Information,Related - but not informative
295407024353710000,Jeez peeps. It's just some heavy rain and a bit of wind. The apocalypse it ain't. #oldschoolweather #bigwet,Outsiders,Other Useful Information,Related - but not informative
295409998106882000,Who dubbed this storm #bigwet they need to be awarded with the OBVIOUS medallion.,Outsiders,Other Useful Information,Related - but not informative
295411063481041000,"#RainbowEagle is sick of the #bigwet. Sunshine and light showers, please http://t.co/x1o6YCEp",Eyewitness,Other Useful Information,Related - but not informative
295412070088839000,RT @TonyAbbottMHR: My thoughts go out to everyone battling floods in QLD. The emergency services doing everything to keep people safe ha ...,Outsiders,Sympathy and support,Related - but not informative
295412791509152000,http://t.co/DmDgLZRs Australian state of Queensland braces for flooding The #nbc #news #free #architecture #startup #stocks #ebay #mktg,Media,Infrastructure and utilities,Related - but not informative
295417103262032000,"Guys, this picture of a tornado has absolutely nothing to do with today’s weather in QLD. #bnestorm #bigwet #tornado http://t.co/nk9vin6y",Eyewitness,Affected individuals,Related - but not informative
295417677881672000,Stay safe...and preferably indoors. #bigwet,Outsiders,Sympathy and support,Related - but not informative
295421847028236000,Hang in there shade sail! #bigwet #crazyweather http://t.co/pZCBqIho,Outsiders,Sympathy and support,Related - but not informative
295424996963148000,This is rugged stuff. I'm feeling ever growing respect for those folk up north who brave through cyclones.  #bigwet,Outsiders,Sympathy and support,Related - but not informative
295425693205008000,@theqldpremier to give another update at 5pm. #bigwet,Government,Other Useful Information,Related - but not informative
295426339132027000,Apparently Wollongong is going to cop this Qld rain and floods about midnight Monday? Anyone know anything more?,Outsiders,Other Useful Information,Related - but not informative
295427165422494000,"The windows are shaking at home, the wind is crazy!! And it's getting worse - #GoldCoast #bigwet",Eyewitness,Infrastructure and utilities,Related - but not informative
295430621499646000,RT @politicaltragic: #Qldfloods So how many front line emergency personnel did Newman get rid of in 2012? Remind me please CN you wicked ...,Eyewitness,Not applicable,Related - but not informative
295431414256648000,RT @Stevesownacc: @SwannyDPM has been advised to stay away from the #qldfloods . The huge tin foil hat on his massive head attracts ligh ...,Eyewitness,Caution and advice,Related - but not informative
295432802567082000,Massive flooding ahead for Queensland &amp; parts of The UK.,Media,Caution and advice,Related - but not informative
295436833263854000,RT @SIartybartfast: You idiot. Qld and nth Australia has been flooding for millennia. NOTHING NEW. @Adam_Stott @TonyAbbottMHR #auspol,Outsiders,Other Useful Information,Related - but not informative
295444529832686000,"RT @ShePlaysLoud: Thinking about everyone in Queensland,affected by floods, #tornado damage&amp; extreme weather. My heart goes out to y ...",Outsiders,Sympathy and support,Related - but not informative
295455401447670000,“@snoozen: Bet mine isn't only child hoping for a #bigwet delay school resumptions” No we want beautiful day to remember Preppies first day!,Outsiders,Affected individuals,Related - but not informative
295462984757678000,Stay safe everyone one on the Gold Coast #qldfloods,Outsiders,Sympathy and support,Related - but not informative
295476821787546000,"Howling wind outside, howling kids inside! Can't win! #bigwet #qldweather",Eyewitness,Not applicable,Related - but not informative
295477706764743000,RT @ohitseesha: yesterday in australia: fuck we are burning to the ground  today in australia: fuck we are flooding,Outsiders,Affected individuals,Related - but not informative
295480454025466000,"@craiglowndes888  So you're missing out on the QLD weather hey.  Perfect one day, Pissing down rain and flooding the next.. :)  Have fun",Outsiders,Other Useful Information,Related - but not informative
295491917091840000,http://t.co/9EHD7aFN  #qldfloods wow. I visited that you watch it also,Outsiders,Other Useful Information,Related - but not informative
295493850661781000,RT @ohitseesha: yesterday in australia: fuck we are burning to the ground  today in australia: fuck we are flooding,Outsiders,Sympathy and support,Related - but not informative
295500930638569000,RT @Rasta_: For Queensland. #bigwet http://t.co/4bk2Xl6s,Outsiders,Sympathy and support,Related - but not informative
295503757607858000,"Everything is going to be ok, Karl Stefanovic will be reporting on the floods from Brisbane #bigwet #calminginfluence #logie",Media,Caution and advice,Related - but not informative
295506983002448000,RT @dawnstarau: Can someone please inform the QLD govt that 23Mb PDF files are entirely not awesome for disseminating flood zone informa ...,Outsiders,Not applicable,Related - but not informative
295508648141140000,Got to love a good flood and tornado this time of year #Queensland #Brisbane,Eyewitness,Other Useful Information,Related - but not informative
295534451520336000,Sleepless in #brisbane. Battening down the hatches #qldfloods #cycloneoswald,Eyewitness,Affected individuals,Related - but not informative
295538448679444000,Yeah so this is what my town looks like. Water is still rising. #qldfloods #bundaberg #worried http://t.co/QyKxdHE0,Eyewitness,Affected individuals,Related - but not informative
295601686213452000,This weather is insane! How can anyone sleep? This wind is like a cyclone. So destructive!! #bigwet,Eyewitness,Affected individuals,Related - but not informative
295605087798186000,"@DonnieWahlberg Queensland is experiencing some really bad floods, really feelin what you guys went thru in NY now #loveeternal",Outsiders,Sympathy and support,Related - but not informative
295648595300983000,RT @deanpet74: Again we love racing but thinking of everyone affected by the floods both here NSW and QLD so dont whinge when the favs g ...,Outsiders,Sympathy and support,Related - but not informative
295655759155450000,#bigwet #bnestorm hoping everyone in QLD and BNE stays safe during the floods. Thoughts are with friends there,Outsiders,Sympathy and support,Related - but not informative
295664550433411000,"So much damage happening all over the place from flood and wind, and I'm like There's not much to report here!. #highground #bigwet",Eyewitness,Not applicable,Related - but not informative
295665531908919000,"Wow, I think I just saw the sun! Forgot what it looked like after so much rain. Wind has just stepped up a notch though #bigwet",Eyewitness,Caution and advice,Related - but not informative
295669986234601000,"Good morning all, another wet and windy day in #Brisbane - Stay safe everyone! #bigwet #qldfloods2013",Eyewitness,Sympathy and support,Related - but not informative
295672016307098000,@James_Yammouni Awwe I wish i could go but atm im in qld about to drown in flood waters! NO FUCKING JOKE IM ACTUALLY ON MY ROOF ATM!,Eyewitness,Sympathy and support,Related - but not informative
295672771256652000,Thoughts go out to everyone affected by the floods in Queensland! xx,Outsiders,Sympathy and support,Related - but not informative
295675988287820000,RT @Suburban_mumof2: 2weeks ago it was bushfires. Today it's floods. Prayers for everyone in our big wide land #Australia,Outsiders,Sympathy and support,Related - but not informative
295683991011463000,It's sad to see the flooding in Queensland. Let's hope the rain stops soon.,Outsiders,Sympathy and support,Related - but not informative
295686591479947000,Is the big brother house okay? #QldFloods,Outsiders,Other Useful Information,Related - but not informative
295695273722802000,RT @AdamWelch1: @QPSmedia @theqldpremier #CoatesHire will also be open in Caloundra and Maroochydore this morning #bigwet  Please retweet,Government,Caution and advice,Related - but not informative
295695470859272000,RT @BrockJays: I want to send out my love and thoughts to everyone in QLD effected by the floods!! Be safe and look after your families! ...,Outsiders,Sympathy and support,Related - but not informative
295695496020890000,RT @BrockJays: I want to send out my love and thoughts to everyone in QLD effected by the floods!! Be safe and look after your families! ...,Outsiders,Sympathy and support,Related - but not informative
295695969964659000,RT @clubwah: Will people of Queensland remember Abbott didn't want a levy to help pay for the last floods/storms.? What will he pledge i ...,Outsiders,Other Useful Information,Related - but not informative
295701326103458000,"er… what happened to “if it’s flooded, forget it?” @QPSmedia RT @9NewsGoldCoast: Cops undercover #BIGWET Currumbin http://t.co/ErP9gcrb",Media,Other Useful Information,Related - but not informative
295704362779550000,RT @alice_r0se: So glad we went to Queensland at the start of the month and not now! Stay safe you beautiful queenslanders 😘 #qldfloods,Outsiders,Sympathy and support,Related - but not informative
295706623492645000,"Sending good vibes to the people out their risking their lives in this storm! Cops, Fireman, EMTs, and pizza guys on scooters! #bigwet #QLD",Outsiders,Sympathy and support,Related - but not informative
295712273203335000,"Thinking of all the amazing Queenslanders I met in 2011 &amp; their neighbours, as they again deal with devastating floods. #bigwet",Outsiders,Sympathy and support,Related - but not informative
295714001290133000,Where are Malcolm Turnbull &amp; Joe Hockey while @TonyAbbottMHR is filling sand bags? I trust they're doing their bit. #Queensland #Flood,Outsiders,Other Useful Information,Related - but not informative
295716698194067000,My chocolate is melting cause I have no power #bigwet,Eyewitness,Infrastructure and utilities,Related - but not informative
295717415453610000,"RT @jencahir: Australia can't catch a break. If we aren't burning, we're flooding.",Outsiders,Other Useful Information,Related - but not informative
295718917001863000,"RT @RealPaulWalker: Pray for the people, people! Nite “@AussieMel_76: pls keep #Australia in your thoughts with all the #QLDFloods and # ...",Outsiders,Sympathy and support,Related - but not informative
295725774688879000,"I dislike channel 7, but their coverage of the devastation in Laidley is commendable. Thank you for not just caring about the city #bigwet",Outsiders,Other Useful Information,Related - but not informative
295731483128246000,"Moral of the story - if you’ve elderly neighbours, check on them and ensure they have the latest information. Thanks Mum #bigwet #qldflood",Outsiders,Caution and advice,Related - but not informative
295739532001829000,RT @9NewsGoldCoast: Cops undercover #BIGWET Currumbin http://t.co/PNhGApEb,Media,Affected individuals,Related - but not informative
295742220546499000,From Record heat to Cyclones &amp; floods in a week! This is Australia folks,Outsiders,Other Useful Information,Related - but not informative
295742388343828000,"St Rita's College at Clayfield will operate as usual, with school already scheduled to start on Wednesday. #bigwet",Media,Infrastructure and utilities,Related - but not informative
295746133836300000,These floods in Queensland are so scary and I'm on the other side of the country! :o,Outsiders,Other Useful Information,Related - but not informative
295749694812991000,One day in Australia it's fires another its floods.,Outsiders,Other Useful Information,Related - but not informative
295751980717052000,"Bless all the emergency workers,volunteers exhausted in Brisbane and QLD. I would like my power back... But I've got LOTS of books. #bigwet",Outsiders,Sympathy and support,Related - but not informative
295753616495616000,"Praying for friends and residents of Qld and Brisbane today. Dear God, help us avoid another flood catastrophe. #bigwet #bnefloods",Outsiders,Sympathy and support,Related - but not informative
295754472100069000,RT @therealOShea: Oh Boy... Australia can't catch a break! If it's not fires it's floods! Sending lots of prayers to those affected... h ...,Outsiders,Sympathy and support,Related - but not informative
295756783165772000,"Sending love and dry wishes to my friends and clients in Queensland and northern nsw, who are in the line of the flooding.",Outsiders,Sympathy and support,Related - but not informative
295758993576563000,"Australia's weather in bipolar, last week we were complaining about 50 degree temps and now its flooding? sort your shit out mother nature.",Eyewitness,Other Useful Information,Related - but not informative
295761157845815000,"RT @WeAreAustralia: Not even two weeks ago we were prepared to evacuate our house due to bush fires. Now, our road is flooding. #australia",Eyewitness,Affected individuals,Related - but not informative
295761564672340000,RT @pennyskateboard: Our hearts go out to all those affected by the Queensland floods. Stay safe everyone. #qld http://t.co/EfguEvaZ,Outsiders,Sympathy and support,Related - but not informative
295762512589238000,Only in Australia do u find a woman outside in the middle of a flood cutting her hedge that is completely underwater,Outsiders,Other Useful Information,Related - but not informative
295765310181622000,#mothernature has #PMS bad &amp; is extremely angry right now. QLD here has taken a spanking &amp; NSW #bigwet on the way. Stay safe people &amp; alert.,Eyewitness,Other Useful Information,Related - but not informative
295769412244488000,Feel for the people of QLD again hit by floods,Outsiders,Sympathy and support,Related - but not informative
295770666328789000,"Queensland is flooding AGAIN? Seriously, Queensland, this is a concern.",Outsiders,Other Useful Information,Related - but not informative
295773556191678000,just a reminder to people. the world isn't coming to an end so you don't have to clean out ever shelf in the supermarkets #bigwet #qldfloods,Outsiders,Caution and advice,Related - but not informative
295774340534919000,the queensland floods happen every year hope everyone stays safe!,Outsiders,Sympathy and support,Related - but not informative
295781034648273000,"#qldfloods crossing my fingers for the poor people of Bundaberg, Ipswich and the other towns that are copping it worse than us",Eyewitness,Sympathy and support,Related - but not informative
295785761616310000,@abcwidebay THANK YOU for this update. Worried sick about elderly relatives #bigwet #bundaberg,Media,Sympathy and support,Related - but not informative
295789679092056000,Seeing all these people affected by the floods is very sad. Thoughts r with them. #bigwet #qldfloods,Outsiders,Sympathy and support,Related - but not informative
295800018059809000,@codychrome let's just say I'm glad I live where I do right now. Northern Australia is flooding and having tropical storms,Outsiders,Other Useful Information,Related - but not informative
295802475930333000,RT @SAOutbacks: Thinking of the people of #bundaberg All very helpful for us just weeks ago at the #accc #goawayrain #BigWet,Outsiders,Sympathy and support,Related - but not informative
295810302497399000,Gotta love being in the Queensland floods. Good on ya Australia,Eyewitness,Other Useful Information,Related - but not informative
295811367854825000,Take care Australia #bigwet #loveaussies,Outsiders,Sympathy and support,Related - but not informative
295812244439171000,Channel 9 Qld have a reporter covering the floods called @joeldry. How insensitive. #bigwet #qldfloods #laughteristhebestmedicine,Eyewitness,Not applicable,Related - but not informative
295813158831026000,FLOOD #brisbane #bigwet http://t.co/ouNLegNY,Outsiders,Other Useful Information,Related - but not informative
295813263663432000,"#Cricket9 if I wanted to watch the floods I'll look out the window , put the cricket on channel 9 QLD !",Outsiders,Other Useful Information,Related - but not informative
295813586637439000,“@KatieLippens: Bush fires ..now Floods. What's next? #qldfloods” A fucking massive Tsunami,Outsiders,Other Useful Information,Related - but not informative
295815289529065000,RT @melissamay1: Only in Queensland. #bigwet http://t.co/kVgNfu2v,Outsiders,Other Useful Information,Related - but not informative
295818670142288000,Sending prayers to friends and clients who are dealing with the horrific floods and windy conditions. Take care. Vine #Queensland #NSW,Outsiders,Sympathy and support,Related - but not informative
295819915825381000,@Harry_Styles there is really bad flooding in parts of Australia :(,Outsiders,Other Useful Information,Related - but not informative
295821396423098000,RT @NSWRFS: @QPSmedia We've been doing it tough with fires lately but our thoughts are with you all tonight. #bigwet,Government,Sympathy and support,Related - but not informative
295830867174113000,"RT @LisaVanderpump: Australia...sorry to hear of the extreme flooding,several lives lost already...",Outsiders,Sympathy and support,Related - but not informative
295845152977723000,orz south east qld is flooding.,Outsiders,Other Useful Information,Related - but not informative
295854887948927000,Praying for the people in the Queensland stay safe everyone xxxx &lt;3 #qldfloods :(,Outsiders,Sympathy and support,Related - but not informative
295863230407000000,@RachOates OMG all the Australia summer posts on Tumblr are so true! Is it flooding where you are? it's been raining for 2 days in Syd :(,Outsiders,Other Useful Information,Related - but not informative
295864035717566000,My regards go out to all the people who have been affected by the tragic weather my thoughts are with you all #bigwet @7NewsBrisbane,Outsiders,Sympathy and support,Related - but not informative
295867034665894000,who came up with the hashtag #bigwet for this year’s flood?,Outsiders,Not applicable,Related - but not informative
295867311460585000,My bedroom roof Goddess. Hope everyone is safe tonight #sweetdreams #bigwet #brisbane #storm http://t.co/P0EdvqpM,Not applicable,Sympathy and support,Related - but not informative
295869773512856000,@ladygaga please rt to show your support to all those that have lost everything in #aus during the #qldfloods and #ausbushfires. #doinithard,Outsiders,Sympathy and support,Related - but not informative
295871304458969000,"OMG IT'S LIKE FLOODING SOME PARTS OF AUSTRALIA. I'M PRAYING, HOLY CRAP. IT HASN'T STOPPED RAINING.",Outsiders,Sympathy and support,Related - but not informative
295871564518412000,RT @WazNotWazz: #JuliaGillard would love to be helping out with the floods in the #bigwet but unfortunately her only tool is a knife #Auspol,Outsiders,Donations and volunteering,Related - but not informative
295874102034592000,"#SuryaRay #Surya Australia floods: 'We will get through this,' says Queensland Premier - Telegraph.co.... http://t.co/dZUk1rau @suryaray",Media,Other Useful Information,Related - but not informative
295879323959845000,RT @billyslater: Feeling for everyone affected by the floods in QLD and Nth NSW. Take care guys.,Outsiders,Sympathy and support,Related - but not informative
295884822675599000,RT @BrockJays: I want to send out my love and thoughts to everyone in QLD effected by the floods!! Be safe and look after your families! ...,Outsiders,Sympathy and support,Related - but not informative
295894972916441000,Happy Tuesday morning to everyone (Aussie time) Spare a thought for our friends in Qld battling horrific floods..thoughts are with you all,Outsiders,Sympathy and support,Related - but not informative
295895677542728000,My heart goes out to everyone who have been affected by the floods... We are a strong region &amp; we will be fine!!! @australia @queensland,Outsiders,Sympathy and support,Related - but not informative
295985574051971000,@EllieRowson i don't know its just been on the news that there has been really bad floods in Queensland and thats where my family lives D:,Eyewitness,Other Useful Information,Related - but not informative
296002955251945000,Hope once again everyone is safe and well with floods and bushfires across Australia :),Outsiders,Sympathy and support,Related - but not informative
296019870909354000,"All my thoughts go out to the people back home in Australia struggling with floods, bushfires and other natural disasters. Be safe. xxx",Outsiders,Sympathy and support,Related - but not informative
296020902691369000,RT @AlexWilliamson8: So QLD is flooding &amp; half the Collingwood side is on cocaine. No surprises in todays headlines.,Outsiders,Other Useful Information,Related - but not informative
296034974572872000,"Really grateful I haven't been hit by the floods in Australia, prayers so go out to all those affected",Outsiders,Sympathy and support,Related - but not informative
296036442591883000,"@Emma_J_Mc Hi Emma,wld love to speak to you for a story i'm doing for @triplejhack on the QLD Floods - can u follow me so I can DM you?",Outsiders,Other Useful Information,Related - but not informative
296044462113694000,"48hrs without power in a cabin with 2 kids under 5, but riverlink skill testers have been fully operational #thingsthatshitme #bigwet",Eyewitness,Infrastructure and utilities,Related - but not informative
296045531627663000,"RT @davidwarner31: I feel for everyone in Queensland, it's devastating to see those suffering from the floods. A state full of big heart ...",Outsiders,Sympathy and support,Related - but not informative
296050417996005000,Finally have power! #qldfloods #bigwet,Eyewitness,Infrastructure and utilities,Related - but not informative
296052393538380000,"RT @LaurenTom9000: Between the floods in Australia &amp; the Fire in Brazil,just trying to put a smile on your face,sending love &amp; p ...",Outsiders,Sympathy and support,Related - but not informative
296056499749409000,RT @AlexWilliamson8: So QLD is flooding &amp; half the Collingwood side is on cocaine. No surprises in todays headlines.,Outsiders,Other Useful Information,Related - but not informative
296057766416613000,"RT @QldCountryMusic: This is why they say 'If it's flooded, forget it'. You never know what damage will be revealed. #bigwet http://t.co ...",NGOs,Caution and advice,Related - but not informative
296068231221895000,"Devastating to see this tragedy unfolding live on @7NewsBrisbane. Stay safe east coast friends, we are here for you! #nswfloods #QLDFloods",Outsiders,Sympathy and support,Related - but not informative
296088967873434000,"@JarrodHoare Major flood crisis hits QLD, Australlia. I hope u &amp; ur family r safe!",Outsiders,Sympathy and support,Related - but not informative
296090280657048000,Delivered some #bakedrelief to #daisyhill #ses so great to see the smiles on their faces &lt;3 #bigwet #qldfloods,Eyewitness,Donations and volunteering,Related - but not informative
296091685765648000,#flood #Australia Praying for all the People IN Australia Cyclones Are Leaving  But There is minor Flooding everywhere.,Outsiders,Sympathy and support,Related - but not informative
296094542103450000,Luckily my mother didn't allow me to study in Queensland or else I could have been stuck in the flood 😱,Eyewitness,Other Useful Information,Related - but not informative
296099336180335000,I wonder if this is true   #qldfloods Tim Tim Brisbane River #BelieveAcoustic,Eyewitness,Not applicable,Related - but not informative
296102741934215000,Brisbane River #Auspol Tim Gold Coast #qldfloods #lca2013 Incredible -- an individual gotta see this,Eyewitness,Other Useful Information,Related - but not informative
296103450800968000,Good to be home #homesweethome #qldfloods http://t.co/qJF4wy7C,Eyewitness,Affected individuals,Related - but not informative
296116323119931000,"Thoughts and prayers to all those affected by the floods &amp; tornados in Queenland,Australia!! #sendinglight",Outsiders,Sympathy and support,Related - but not informative
296121377247863000,#BIGWET UPDATE [Jan29 2:30pm #qld 3:30pm #nsw] #OFARRELL ATTACKS #MEDIA RE #CLIMATECHANGE Q GIVE ME A BREAK ASK IN A FEW DAYS #nswfloods,Media,Not applicable,Related - but not informative
296151731425915000,"@ColdJadedWolf We're fine. The flooding in north of us,but my bf's mum is stuck in Queensland.",Eyewitness,Affected individuals,Related - but not informative
296185784984285000,"RT @Cmdr_Hadfield: Hello Australia! Last night I I stayed up late to take a few photos of the flooding in the Northeast, which I'll be p ...",Eyewitness,Other Useful Information,Related - but not informative
296190683935547000,RT @Can_do_Campbell: At least Qlders never lose their sense of humour. #bigwet http://t.co/GldWU9dI,Outsiders,Other Useful Information,Related - but not informative
296249743930171000,Australia lurches from fire to flood http://t.co/C6x8Uxnk,Outsiders,Other Useful Information,Related - but not informative
296269364854936000,@iwasmadetolaugh but there's floods in queensland now,Outsiders,Not applicable,Related - but not informative
296297642865070000,@50cent can we plz take a minute to pray for the families affected by the floods in Australia,Outsiders,Sympathy and support,Related - but not informative
296298095862505000,@Ludacris can we plz take a minute to pray for the families affected by the floods in Australia,Outsiders,Sympathy and support,Related - but not informative
296339275514012000,@sunriseon7 I would like to volunteer to assist with the clean up of the QLD floods but dont know who 2 contact about this.. #sun7,Eyewitness,Donations and volunteering,Related - but not informative
296399086305817000,"the QLD floods just happen so often that everyone just forgets about them. I mean every summer, my family gets flooded in #unlucky #flooding",Eyewitness,Affected individuals,Related - but not informative
296422335341285000,RT @WittyRenee: I would say Queensland's repetitive flood crises are more the direct result of occupying and building in excess on a flo ...,Outsiders,Other Useful Information,Related - but not informative
296435312530432000,"RT @jar_climate: Australia's intense rain, crazy flooding and bushfires - all part of the climate change playbook &gt;&gt; New Scientist ...",Outsiders,Other Useful Information,Related - but not informative
296461413671662000,@jhutch1992 sounds like something they would be telling people in Australia right now with all the flooding we've had :/,Outsiders,Other Useful Information,Related - but not informative
296505118294151000,"RT @autALERT: #bigwet #qldfloods #nswfloods Just, so it is; CLEAR MT = #modified_tweet Our network #abnn does # for referencing &amp; se ...",Government,Other Useful Information,Related - but not informative
296518422639047000,Anyone know how Childers is coping with the floods? #Queensland #floods,Outsiders,Other Useful Information,Related - but not informative
296772240949801000,@MurkaDurkah the recent bushfires and now floods in Australia?,Outsiders,Other Useful Information,Related - but not informative
296825651204338000,RT @trigger_sam: If ur  heart goes out to people that's involved with floods in Australia and the fire in brazil plz retweet let them no ...,Outsiders,Sympathy and support,Related - but not informative
296871822106972000,#Qldfloods might cause temporary banana shortage? Noooooooo! #fewernarniesmoothies Cc @SaintlySammi,Outsiders,Other Useful Information,Related - but not informative
296872514183889000,"#Julia #Gillard goes to show support to flood victims and gets #flamed and when she defends herself casually, flamed. #doyourbest #Australia",Outsiders,Sympathy and support,Related - but not informative
296883322905317000,"@CarlyMilan are you in QLD? I heard there was storm's, tornadoes and floods. I was in Boston for Aussie day so wast the same",Outsiders,Other Useful Information,Related - but not informative
297021063823499000,RT @malenko10: Australia has always had bushfires and bad flooding since i can remember. No one mentioned climate change. 50 years of ex ...,Outsiders,Other Useful Information,Related - but not informative
297096016044360000,RT @Frack_Off: What happens when flash floods hit open-air #fracking waste water ponds?: http://t.co/65GcfwaW #Australia #coalbedmethane,Media,Other Useful Information,Related - but not informative
297203599946162000,RT @DavidHurley_CDF: ADF is doing a great job working alongside the Qld community to clean up after the flood. Keep up the good work! .. ...,Eyewitness,Sympathy and support,Related - but not informative
297235099165016000,"RT @MrDanielAmos: To everyone in Queensland right now going through the floods and cyclones,I hope you're all okay and stay safe.My hear ...",Outsiders,Sympathy and support,Related - but not informative
297276920578585000,Hello #world #Happy #Friday #everyone And #wishing our #friends in #Australia who are #suffering from #floods stay #safe :-0),Outsiders,Sympathy and support,Related - but not informative
297307861980164000,"@TenLateNews My thoughts go out to all of the flood and fire victims around Australia, stay strong",Media,Sympathy and support,Related - but not informative
297525688955724000,It's flooding in Australia. THANKS OBAMA. @Jenna_Marbles,Outsiders,Not applicable,Related - but not informative
297596123881824000,Well done to our wonderful soldiers for helping out at the floods in Queensland.,Outsiders,Sympathy and support,Related - but not informative
297677740839154000,RT @sundayteleed: Don't know what's worse. Insurance companies deserting #flood victims or their pathetic excuses for doing so #bigwet.  ...,Media,Other Useful Information,Related - but not informative
297693561779003000,@bendorries the other 2 3rds are probably looking for dry ground #QLDFLOODS # donate #toughtimes,Eyewitness,Other Useful Information,Related - but not informative
