Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
379565335676203000,That flooding in Colorado &lt;&lt;&lt;&lt; #prayforcolorado and wherever that specific spot is w/ the flood...,Outsiders,Sympathy and support,Related - but not informative
379571186700911000,RT @VonnettaLWest: Praying for those affected by flooding in Colorado &amp; researching ways to help #OurNeighbors there!,Outsiders,Sympathy and support,Related - but not informative
379576651903807000,"RT @MrHillCountry: Y'all keep Colorado, New Mexico &amp; Arizona in your thoughts &amp; prayers.  The floods are horrendous!  Pray the rain... http…",Outsiders,Sympathy and support,Related - but not informative
379590111433720000,@WakeupKoglin @LaPort006 there's flooding in Colorado? Hmmm...... You pulling my chain? #cowx,Outsiders,Not applicable,Related - but not informative
379592468632584000,The #COFlood: apparently the only story that the world wants to cover right now,Media,Not applicable,Related - but not informative
379595417195139000,All of us here at Rolling Hills Asylum send our love and support to the people of the Boulder Colorado floods as... http://t.co/rkdCyuMCVE,Outsiders,Sympathy and support,Related - but not informative
379623338672288000,RT @OWHnews: Colorado flooding: Have your friends and family been affected? Email @gaarder at nancy.gaarder@owh.com or call her at 444-1102.,Media,Affected individuals,Related - but not informative
379627155522458000,RT @michaelstrahan: My thoughts and prayers go out to everyone in Colorado dealing with the floods and also to everyone in D.C at the Navy …,Outsiders,Sympathy and support,Related - but not informative
379628933886386000,"#COFlood, look at that sun trying to peak it's way through the clouds!  Help CO Flood victims &amp; their families @AmericanRedCross",Outsiders,Donations and volunteering,Related - but not informative
379631307849888000,RT @michaelstrahan: My thoughts and prayers go out to everyone in Colorado dealing with the floods and also to everyone in D.C at the Navy …,Outsiders,Sympathy and support,Related - but not informative
379632293544874000,RT @michaelstrahan: My thoughts and prayers go out to everyone in Colorado dealing with the floods and also to everyone in D.C at the Navy …,Outsiders,Sympathy and support,Related - but not informative
379649989297066000,My heart goes out to my fellow Coloradans who have lost so much in the #BoulderFlood.  Praying for you all!,Outsiders,Sympathy and support,Related - but not informative
379655311872623000,RT @karencrummy: Just informed by national guard that the Mud up to my knees isn't mud.   Shit.   #coflood,Eyewitness,Caution and advice,Related - but not informative
379670180659335000,Today's Takeaway - Justice Ginsburg Speaks | U.S. &amp; Russia Strike Deal on Syria's Chemical Weapons | Colorado Floods Continue,Media,Other Useful Information,Related - but not informative
379677000598028000,My favorite lunch/picnic spot along the #Boulder Creek ... Is now a raging river :( #COFlood @ Central… http://t.co/AX7kI7FGjP,Eyewitness,Other Useful Information,Related - but not informative
379677625569907000,Has that moron Pat Robertson blamed the Colorado floods on Potheads yet?  #700club #LegalizeIt,Outsiders,Other Useful Information,Related - but not informative
379689893926302000,RT @weblaur: prayers to those involved in the shooting in D.C. and to all the families dealing with the floods in Colorado :/,Outsiders,Sympathy and support,Related - but not informative
379690426594521000,RT @sarashadid1: So many tragedies that our country is facing! Praying for those in DC and Colorado #NavyYardShooting #coloradoflood God he…,Outsiders,Sympathy and support,Related - but not informative
379706897609544000,RT @CarolMaeWY: Update: Is there a media blackout on the fracking flood disaster in Colorado? http://t.co/IBPOVJdcaH #COflood http://t.co/w…,Outsiders,Infrastructure and utilities,Related - but not informative
379711796552405000,"Praying for those 1,200 people missing in the colorado floods",Outsiders,Sympathy and support,Related - but not informative
379713382028706000,Thoughts those doing it tough in the Colorado floods,Outsiders,Other Useful Information,Related - but not informative
379727273563537000,The Devastating Floods In Colorado And How You Can Help http://t.co/UsVMBluP6X,Media,Donations and volunteering,Related - but not informative
379737105007522000,"RT @JoyceMeyer: Our prayers go out to those affected by Colorado flooding. We have partnered w/ Timberline Church to help provide supplies,…",NGOs,Sympathy and support,Related - but not informative
379740020048794000,RT @KyleClark: What unanswered #COflood questions do you have? I'll try my best to get you answers.,Outsiders,Caution and advice,Related - but not informative
379747699824001000,Our thoughts are with so many of our friends and family affected by the floods in Colorado. Lets pray that all... http://t.co/JccuXmiA4u,Outsiders,Sympathy and support,Related - but not informative
379752632299971000,Prayers sent out to our Colorado people affected by the flooding. 🙏💙,Outsiders,Sympathy and support,Related - but not informative
379758470787916000,"RT @Clemson_CR: No matter the differences when Americans truly need help, we all come together. #PrayersforDC #Coloradoflood",Outsiders,Sympathy and support,Related - but not informative
379777756172526000,@Kenny_Wallace HI Kenny!  Do u know if Furniture Row shop affected by Colorado flooding?,Eyewitness,Infrastructure and utilities,Related - but not informative
379781006753948000,RT @shipcompliant: We're organizing happy hour for #cofloodrelief this Thursday at Kitchen Next Door. 100% of the profits to Red Cross floo…,Business,Donations and volunteering,Related - but not informative
379828016521552000,God bless Colorado and the people that are involved with the floods .!!! Be safe .!!!❤🐯🐻😥😢🙏❤🐯🐻😢😥🙏,Outsiders,Sympathy and support,Related - but not informative
379832118567653000,RT @drewryniewicz: Praying for the victims &amp; families of the #NavyYardShooting &amp; #Colorado floods.,Outsiders,Sympathy and support,Related - but not informative
379836589691507000,Praying for Colorado because its crazy flooding out there. 😭🙏,Outsiders,Sympathy and support,Related - but not informative
379936040846238000,Navy Gunman - Russian Nuclear Fire - UN Weapons Report - Colorado Flooding - News In http://t.co/6kjLdEP2Xa #NEWS,Media,Other Useful Information,Related - but not informative
379971549811712000,Sending our thoughts and prayers to those affected by the Colorado flooding,Outsiders,Sympathy and support,Related - but not informative
380002847686799000,COLORADO FLOODS - CALIFORNIA FIRES ?,Outsiders,Other Useful Information,Related - but not informative
380026155463877000,Want to help #COFlood victims? Here's how: http://t.co/8CULqhGxob,Outsiders,Donations and volunteering,Related - but not informative
380051870732939000,RT @CodyCrouch: Cleared into Estes Park. Video and pics to come. #CoFlood,Media,Other Useful Information,Related - but not informative
380074301858538000,His house was wrecked in the #BoulderFlood. So he decided to play his piano. (via @Upworthy) http://t.co/vxMBjTDteG,Outsiders,Infrastructure and utilities,Related - but not informative
380105306157896000,Aftermath of our day. #ColoradoFlood @jujub_14 carrieramz http://t.co/gd3ioHwyxP,Eyewitness,Affected individuals,Related - but not informative
380109655659139000,RT @Colorado: Our thoughts are with those who have been impacted by the recent flooding in Colorado. Resource info. here: http://t.co/b7YAi…,Government,Sympathy and support,Related - but not informative
380132401357136000,RT @5280Magazine: Our thoughts are with Colorado flooding victims. Share why you love CO on Instagram with #5280is20. #coloradoflood #risea…,Outsiders,Sympathy and support,Related - but not informative
380141700129489000,RT @5280Magazine: Our thoughts are with Colorado flooding victims. Share why you love CO on Instagram with #5280is20. #coloradoflood #risea…,Media,Sympathy and support,Related - but not informative
380145907024404000,RT @CBSDenver: Please help with the #CoFloodRelief: https://t.co/3CtPCvzZPv #coflood How to help now: http://t.co/giyRlLXDzw http://t.co/Ho…,Media,Donations and volunteering,Related - but not informative
380176844223287000,"RT @InterOcc: In honor of #s17, good time to check out #COflood (ff: @boulderflood) &amp; start building local crews to come help #occupy the r…",Media,Donations and volunteering,Related - but not informative
380209131962921000,@crissstaaaaal they need more of that Colorado flooding,Outsiders,Affected individuals,Related - but not informative
380214509048037000,His house was wrecked in the #BoulderFlood. So he decided to play his piano. (via @Upworthy) http://t.co/hd2qfHa00p,Outsiders,Infrastructure and utilities,Related - but not informative
380272600162648000,Bid now on this one of a kind SIGNED canvas print of our @RedRocksOnline poster. ALL proceeds go to #Coflood relief: http://t.co/uygoDvxS5l,Business,Donations and volunteering,Related - but not informative
380364107284619000,"RT @Salon: Please, stop futzing around on Twitter and Facebook, and pay attention to the Colorado floods. We need your help http://t.co/Xlr…",Media,Other Useful Information,Related - but not informative
380372567225549000,"RT @Salon: Please, stop futzing around on Twitter and Facebook, and pay attention to the Colorado floods. We need your help http://t.co/Xlr…",Media,Donations and volunteering,Related - but not informative
380434349297898000,RT @michellemalkin: VERY COOL! ==&gt;MT @LauraKeeney All proceeds from merch sales at tonite's @muse show go to #coflood relief. http://t.co/f…,Outsiders,Donations and volunteering,Related - but not informative
380442368828138000,Dear weather gods - I'm not sure #Longmont is ready for the thunder and lightning and rain just yet. Maybe hold off another week or 2?,Not applicable,Other Useful Information,Related - but not informative
380445233550340000,"Please.God let the Waters Receed.in Colorado , and take those people out of bondage.man. #coloradoflood .",Outsiders,Sympathy and support,Related - but not informative
380446437286228000,http://t.co/xPGPHyUlZH Colorado floods  #trending #topics http://t.co/zvwLd6vldo,Media,Other Useful Information,Related - but not informative
380446512787890000,"Whoops Winston @PushUpsNPaws, we may have started lil tiny bit early. You are our pal. #COFloodRelief",Outsiders,Donations and volunteering,Related - but not informative
380450807746798000,"Proud to be playing this all star event in #Loveland, #Colorado to help those affected by the #CoFlood #Potcheen https://t.co/Odn6lq1AAb",Outsiders,Donations and volunteering,Related - but not informative
380452615500227000,"RT @coreykohn: if you want to be happy, think of others @dojo4 #boulderflood http://t.co/0ylw8K6SPp",Outsiders,Sympathy and support,Related - but not informative
380461536793223000,2013 WORLD Cataclysmic FLOODS!! US COLORADO &amp; More than 30 COUNTRIES: http://t.co/M405lhCWd9 via @youtube,Media,Other Useful Information,Related - but not informative
380566021079175000,Colorado Flooding - PLEASE Help these desperate Animals Now https://t.co/kRoeYFlhUb,Media,Donations and volunteering,Related - but not informative
380716143608361000,RT @LeftHandBrewing: Help us spread the word about #LongmontOktoberfest &amp; #COFlood relief! Share: http://t.co/qvryJ8VA1R,Outsiders,Donations and volunteering,Related - but not informative
380755918226354000,"RT @RedCrossDenver: Thank you, Colorado!! We raised over $1 million tonight for #COFloodRelief! Now, lots of work in the days, weeks &amp; mont…",NGOs,Donations and volunteering,Related - but not informative
380768358507221000,RT @BeerAdvocate: In #Denver tonight? Swing by @StarBar_Denver for a #Colorado Flood Relief Fundraiser http://t.co/KQ3k3odqiP #COflood #cra…,Outsiders,Donations and volunteering,Related - but not informative
380770929644556000,RT @jfleck: Why the #coflood fracking freakout is misplaced - there's *all kinds* of bad shit in urban/suburban flood water: http://t.co/gI…,Outsiders,Other Useful Information,Related - but not informative
380808204420014000,Wow- plowing out the mud from the bike path I use everyday #boulderflood http://t.co/CzRPk5AqIq,Eyewitness,Infrastructure and utilities,Related - but not informative
380924868952216000,RT @YourAnonNews: A message from @ColoradoOilGas- Welcome To The Climate That Changed Colorado! http://t.co/mZtJS9Osay #COflood via @remsta…,Media,Other Useful Information,Related - but not informative
381050559698309000,RT @BoulderFlood: Touching story from a #BoulderFlood Relief volunteer. This is what its all about: http://t.co/WoirHeMPSc,Media,Donations and volunteering,Related - but not informative
381055156625764000,Colorado..... We feel your pain ☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️ #flooding #rain,Outsiders,Sympathy and support,Related - but not informative
381106918556586000,We're ready to have a good time whilst raising money to aid the #coloradoflood victims. Join us!  http://t.co/lXZDPmuXBM,NGOs,Donations and volunteering,Related - but not informative
381117639193424000,"Help Jonathan, Cailey &amp; The Doggie Depot recover from #boulderflood  http://t.co/7PKQVlX7Fm via @gofundme",Eyewitness,Affected individuals,Related - but not informative
381131081908371000,Evacuee Sadie and her new best friend Cook enjoying the sunny #estespark day! #COPets #COFloodRelief http://t.co/5sQ5jySX0T,Eyewitness,Other Useful Information,Related - but not informative
381169300427395000,A couple days to rest and now back covering #coflood aftermath. Headed to #Larimerflood area to get latest at evacuee meeting tonight,Not applicable,Other Useful Information,Related - but not informative
381190473261408000,in the recent devastating floods in Boulder and Denver Colorado. Your friends here at...,Eyewitness,Not applicable,Related - but not informative
381274774581686000,it sucks that the floods in Colorado are affecting Riot Fest but even still my heart goes out to those in Colorado and being affected,Outsiders,Sympathy and support,Related - but not informative
381278436209074000,@BlameItOnGinger Please help my friend wyl who lost his home and business in the Colorado floods http://t.co/cE3SMvcujP Please spread.,Eyewitness,Affected individuals,Related - but not informative
381399450263900000,"Pastor blames Colorado floods on abortion, weed and ‘decadent homosexual activity’ http://t.co/KpLfeyBznR",Media,Not applicable,Related - but not informative
381428911084560000,RT @samiejoy1: It's only fitting that after the Colorado floods our game vs. CSU is in the rain 😔☔️,Outsiders,Other Useful Information,Related - but not informative
381428953007002000,The Gays caused the flooding in Colorado?  Can do that but can't get the Judy Garland box set when it's back ordered? #doh,Outsiders,Not applicable,Related - but not informative
381430760760025000,RT @ajfromhouston: HARRY BLAMES COLORADO FLOODS ON THAT BS WARMING BS!!HIM AND GORE SHOULD BE IN JAIL!!FOR FRUAD!!ENOUGH!!LIES,Outsiders,Other Useful Information,Related - but not informative
381563091051614000,I liked a @YouTube video http://t.co/TA3nEZptZ4 Colorado Flooding is All Manmade,Outsiders,Other Useful Information,Related - but not informative
381744792486429000,Right Wing Minister Claims Colorado Floods Due To Homosexuality And Abortion (AUDIO) http://t.co/n8PTw2U7ys,Media,Not applicable,Related - but not informative
381831430021476000,RT @cwood: .@VisitEstesPark recovering impressively from #COflood. This weekend I stayed at the @StanleyHotel and ate at @TheGrubsteak &amp; @T…,Eyewitness,Other Useful Information,Related - but not informative
381867249373418000,Where the hell is my brother? RT @BoulderFlood: Thank you CU Lacrosse team for volunteering! @CULax http://t.co/mH88EKv2XS #boulderflood,Eyewitness,Donations and volunteering,Related - but not informative
382136024576455000,RT @reedtimmerTVN: Beautiful picture of dusting of #snow in #Colorado mountains from yesterday after tragic flooding… http://t.co/pgkep9Park,Media,Not applicable,Related - but not informative
382256283660722000,RT @classyawards: Help @TeamRubicon help those affected by the #COflood donate here: http://t.co/wMPJxxfpSq  #veterans #militarymonday,Outsiders,Donations and volunteering,Related - but not informative
382268224835826000,"Kum &amp; Go Donates $15,000 to American Red Cross; Helps communities affected by Colorado flooding. Read more:... http://t.co/OSAzeJPtVi",Business,Donations and volunteering,Related - but not informative
382274570838737000,Colorado Republicans didn't feel the need to vote for federal disaster relief funds.  Then the floods came.... http://t.co/dEy6gTNQge,Outsiders,Other Useful Information,Related - but not informative
382284171604808000,RT @thekitchwitch @MadGreens @AnthonysPizza @BWWings #longmontflood . Thank you for your generous support of victims of #COflood.,Business,Donations and volunteering,Related - but not informative
382299665368379000,@athleticone01 Very insensitive with all the flooding in Colorado.,Outsiders,Other Useful Information,Related - but not informative
382371127898558000,RT @deneuchre: Thanks to @espn for your comments about #COFlood and #redcross,Outsiders,Other Useful Information,Related - but not informative
382444511458107000,Sqwerl ResQte In Colorado: We’ve all read about the bad flooding in Colorado. It’s taken a terrible toll on ho... http://t.co/VJBegBpoQU,Media,Not applicable,Related - but not informative
382511154750583000,We wonder how much wildlife is affected by the Colorado flooding. http://t.co/8oSF75JIye,Outsiders,Sympathy and support,Related - but not informative
382586668986810000,Floods may forever change funky Colorado towns,Outsiders,Infrastructure and utilities,Related - but not informative
382629769654718000,"RT @FreysingerMazda: #Mazda announced two donations totalling $40,000 to support relief efforts for disasters such as the Colorado flooding.",Business,Donations and volunteering,Related - but not informative
383003045933482000,Now observing a moment of silence in memory of the victims of the Colorado floods,Outsiders,Sympathy and support,Related - but not informative
383010956416401000,RT @onahunttoday: Fracking and Flooding in Colorado: The More We Know the Worse It Gets http://t.co/3KznoyBTwt,Media,Infrastructure and utilities,Related - but not informative
383092401403085000,RT @MVTTH3W: Awesome video of LHS in Denvers #lipdub of @katyperry trying to win a concert to donate $ to #ColoradoFlood victims http://t.c…,Outsiders,Donations and volunteering,Related - but not informative
383278699790868000,RT @GetSmartSchools: WOW #schoolspirit!! Lakewood High School does lip-dub of Katy Perrys Roar to raise funds for #COflood victims http:/…,NGOs,Donations and volunteering,Related - but not informative
378020179214492000,Here's the #boulderflood video that's circulating around. Right in my old neighborhood west of CU! #StaySafe  http://t.co/eMPbOeBk7M”,Outsiders,Other Useful Information,Related and informative
378026101588496000,RT @passantino: Video: Severe flooding hits near Univ. of Colorado at Boulder http://t.co/7jkJogCjDH,Media,Other Useful Information,Related and informative
378029784204206000,"Crazy Flooding in Boulder, Colorado http://t.co/3IgoyaAfWE",Media,Other Useful Information,Related and informative
378042534863192000,what... “@AmyZPhD: @JuggleGod They are saying South Boulder Creek near Eldo Sprgs is past #100yearflood levels #boulderflood”,Outsiders,Other Useful Information,Related and informative
378043948352025000,RT @markloiseau: Boulder's floodplain map http://t.co/Y4wcyyo7k7 #boulderflood,Outsiders,Other Useful Information,Related and informative
378045630251147000,RT @dailycamera: VIDEO: Flooding at 28th St underpass in #Boulder tonight http://t.co/JhQBnOZWiF #boulderflood,Media,Infrastructure and utilities,Related and informative
378046271996441000,RT @BoulderCh1News: scanner #boulderflood reports Lee Road rock slide road is closed,Media,Infrastructure and utilities,Related and informative
378050260792119000,"Evacuation order for the town of #Jamestown, #CO. Torrential #flooding rain in the Front Range Urban Corridor, N of I-70 #COwx #Boulderflood",Outsiders,Caution and advice,Related and informative
378050491474657000,RT @ShanaCordon: Evacuation bags are ready by the front door. Now hoping for some rest. Be safe &amp; well #Boulder friends. #boulderflood #cowx,Eyewitness,Sympathy and support,Related and informative
378054652215824000,"#Breaking: Jamestown, Colorado, is under mandatory evacuation order due to flash flooding - @dailycamera http://t.co/bN3gBLKHQg",Media,Caution and advice,Related and informative
378054979380335000,"The weather is crazy over here..we have rivers now, &amp; some students are evacuating the dorms while others went mud sliding xD #boulderflood",Eyewitness,Affected individuals,Related and informative
378056556413080000,RT @NWSBoulder Significant flooding at the Justice Center in #boulderflood #COwx,Media,Infrastructure and utilities,Related and informative
378056971686932000,RT @TimesCall: #Westminster and #Thornton swift-water dive teams en route to #Boulder in case they are needed. #boulderflood #cowx,Outsiders,Donations and volunteering,Related and informative
378057261081715000,"#russelladler #news Jamestown, Colorado, is under mandatory evacuation order due to flash flooding - @dailycamera http://t.co/yyqbHZajQz",Media,Caution and advice,Related and informative
378058611638796000,RT @TxStormChasers: RT @odog: Sleeping above ground tonight. Stay safe #boulderflood #boulder http://t.co/MgacEwLoKC #cowx,Eyewitness,Sympathy and support,Related and informative
378061807681696000,"#Boulder #Colorado has like 340 days of sunshine a year. Now the #BoulderFlood ? That just proves if we are gonna do it, we do it big!",Outsiders,Other Useful Information,Related and informative
378066689885078000,Links for information on #Boulderflood from @BoulderOEM @CUBoulder @NWSBoulder @bouldercolorado #cowx  http://t.co/6QwHS0KLQ5,Media,Other Useful Information,Related and informative
378067142844748000,#socy2044  will there be looting? Or an increase in crime this weekend?#boulderflood,Outsiders,Other Useful Information,Related and informative
378069365855621000,RT @TxStormChasers: Scanner: Highway 66 going into Lyons is underwater from the west at the Diamond Shamrock. #cowx  #boulderflood,Media,Infrastructure and utilities,Related and informative
378069734916252000,rain again picking up in dwtn bldr #boulderflood,Eyewitness,Other Useful Information,Related and informative
378071202931032000,For updates on additional evacuation points throughout Boulder County for #boulderflood visit http://t.co/zbOLD3UJEQ,Media,Caution and advice,Related and informative
378072872280789000,RT @dailycamera: VIDEO: Flooding at 28th St underpass in #Boulder tonight http://t.co/JhQBnOZWiF #boulderflood,Media,Infrastructure and utilities,Related and informative
378075674088448000,"Flash floods wash away homes, kill at least one near Boulder, Colorado - U.S. News http://t.co/P5mHLfbnLR via @NBCnews",Media,Affected individuals,Related and informative
