item_id,item,label,,,,
232034974851805000,"4 Luzon dams release water; flood warning up: MANILA, Philippines - Four dams in Luzon opened their gates Sunday... http://t.co/kmWDCBFw",Related and informative,,,,
232098107490439000,RT @ANCALERTS: PAGASA 8:50pm advisory: Yellow warning for Metro Manila. Occasional heavy rains in next 3 hrs. Floods possible.,Related and informative,,,,
232098111722504000,@ANCALERTS: PAGASA 8:50pm advisory: Yellow warning for Metro Manila. Occasional heavy rains in next 3 hrs. Floods possible.,Related and informative,,,,
232098296242524000,RT @ANCALERTS: PAGASA 8:50pm advisory: Yellow warning for Metro Manila. Occasional heavy rains in next 3 hrs. Floods possible.,Related and informative,,,,
232099369975955000,RT @ANCALERTS: PAGASA 8:50pm advisory: Yellow warning for Metro Manila. Occasional heavy rains in next 3 hrs. Floods possible.,Related and informative,,,,
232105611121263000,RT @ANCALERTS: PAGASA 8:50pm advisory: Yellow warning for Metro Manila. Occasional heavy rains in next 3 hrs. Floods possible.,Related and informative,,,,
232118126941200000,RT @ANCALERTS: PAGASA 10pm advisory: Green warning for Metro Manila. Moderate-heavy rains in next 3 hrs. Threat of floods in low-lying a ...,Related and informative,,,,
232165199614992000,RT @ANCALERTS: UP Manila admin &amp,Media,Caution and advice,Related and informative,,
232214105191244000,RT @ANCALERTS: PAGASA 4am advisory: Green warning for Metro Manila. Moderate-heavy rains in next 3 hrs. Threat of floods in low-lying ar ...,Related and informative,,,,
232244832637170000,RT @PHLNewsOnline: [ANC]  PAGASA 4am advisory: Green warning for Metro Manila. Moderate-heavy rains in next 3 hrs. Threat of floods... h ...,Related and informative,,,,
232406757945786000,RT @ANCALERTS: PAGASA 5pm advisory: Green warning for Metro Manila. Heavy-intense rains in next 3 hrs. Threat of floods in low-lying are ...,Related and informative,,,,
232422541103358000,RT @ANCALERTS: PAGASA 5pm advisory: Green warning for Metro Manila. Heavy-intense rains in next 3 hrs. Threat of floods in low-lying are ...,Related and informative,,,,
232464438018597000,"“@ANCALERTS: PAGASA 9pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near rivers.”",Related and informative,,,,
232465335587074000,"RT @ANCALERTS: PAGASA 9pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near rivers.",Related and informative,,,,
232467948634255000,"RT @ANCALERTS: PAGASA 9pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near rivers.",Related and informative,,,,
232474613387514000,"‎​PAGASA 9pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near rivers.",Related and informative,,,,
232500475491131000,"If floods end up banging up my Manila badly, considering running charity shirt drive. @rutrivera @aurockslikewhoa game?",Related and informative,,,,
232501100446613000,"RT @ANCALERTS: PAGASA 11:30pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near ...",Related and informative,,,,
232501180109058000,"RT @ANCALERTS: PAGASA 11:30pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near ...",Related and informative,,,,
232502207713534000,"RT @ANCALERTS: PAGASA 11:30pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near ...",Related and informative,,,,
232502601978102000,RT @ANCALERTS: PAGASA 11:30pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods ... http://t.co/j9ubEbKE,Related and informative,,,,
232502610396074000,"PAGASA 9pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near rivers. #TVDPHFamily",Related and informative,,,,
232509631631618000,"RT @KakanTuring: http://t.co/EvvpuBse The Great Manila Flood of '72, as recalled by a US Peace Corps volunteer",Related and informative,,,,
232600203444761000,"it's already Aug 7, around 6 am Manila time.. Rains flood our country.. it's @DavidArchie's day also, BEGIN is out now!",Related and informative,,,,
232619669197054000,"RT @ABSCBNNews: FLOOD ALERT: San Marcelino Taft Ayala, Manila, as of 6:37am not passable to all types of vehicles | via @MMDA",Related and informative,,,,
232691454718398000,"RT @philippinebeat: Folks, there's a hashtag #rescuePH that has been established for rescue efforts. Let's use this for better coordination.",Related and informative,,,,
232691492462936000,Hope mobile networks provide FREE CALLS today! MANY ARE IN NEED! Wag nyo na pagkakitaan ang bagyo! #rescueph #bayanihan #RescuePhilippines,Related and informative,,,,
232699017044312000,RT @ANCALERTS: Keep tweeting us so we can share updates with our followers. We're updating this list too. #rescuePH http://t.co/YHPd2G0u,Related and informative,,,,
232700514419216000,"RT @YahooPH: use #rescuePH hashtag to allow all media outlets to monitor tweets related to the floods, rescue operations. Thanks!",Related and informative,,,,
232702632534352000,RT @themallph: Hey guys! Use the hashtag #RescuePH for rescue operations and flood monitoring!,Related and informative,,,,
232703387513283000,Philippine capital hit by floods http://t.co/Zlk3k8b2,Related and informative,,,,
232703890846523000,"RT @YahooPH: use #rescuePH hashtag to allow all media outlets to monitor tweets related to the floods, rescue operations. Thanks!",Related and informative,,,,
232707082707673000,RT @BBCWorld: Philippine capital hit by floods http://t.co/T8pA0uut,Related and informative,,,,
232707095282201000,RT @ohteenquotes: I'd rather have classes than seeing people of my country suffering and dying. #PrayForThePhilippines #rescuePH,Related and informative,,,,
232707862860816000,RT @misterjpmanahan: #RescuePH &gt,Affected individuals,Related and informative,,,
232708580057416000,"Philippine capital hit by floods: Flooding caused by torrential rain paralyses parts of Manila, forcing tens of ... http://t.co/lPB2COtW",Related and informative,,,,
232713407713927000,Flooding chaos in Philippine's capital: Flood waters were rising in parts of the Philippine capital on Tuesday a... http://t.co/QlkHj8uz,Related and informative,,,,
232713671946674000,Flooding chaos in Philippine's capital: Flood waters were rising in parts of the Philippine capital on Tuesday a... http://t.co/aov0z6yj,Related and informative,,,,
232717140661268000,@annagurlicious Ingat kayo dyan if you need to be rescued tweet mo lang @rescueph or #RescuePh,Related and informative,,,,
232718130487648000,"A family needs to be rescued at 36 Road 3, Dona Petra, Concepcion Uno, Marikina City. They're stuck at the 2nd floor. Thanks #rescuePH",Related and informative,,,,
232718143095722000,RT @koryniledan: @ANCALERTS @DZMMTeleRadyo @inquirerdotnet &amp,Other Useful Information,Related and informative,,,
232720139559268000,Grabe! T_T RT @PioHerras URGENT - HELP IS NEEDED IN UST HOSPITAL. Flood has reached the building's 2nd level. #rescuePH,Related and informative,,,,
232721066525618000,"RT @inquirerdotnet: RT @Philbizwatcher: SM Malls: Parking areas to be used free for cars of tenants, customers. @InquirerBiz #rescuePH",Related and informative,,,,
232721884398100000,RT @USTCSC1213: @TheMayorLIM HELP IS NEEDED IN UST HOSPITAL. @rescue5ph @mmda @ANCALERTS @gmanews #rescueph,Related and informative,,,,
232723125899497000,RT @dzrhnews: Gamitin ang #rescuePH hashtag upang ma-monitor ng media outlets ang mga tweets kaugnay sa pagbaha at rescue operations. Ma ...,Related and informative,,,,
232724086390919000,RT @kmp091: Put anyone who needs rescue here. https://t.co/gdmntzXP #rescuePH,Related and informative,,,,
232724287738483000,RT @redgister: UP campuses in Diliman and Manila should be opened as evacuation centers for families affected by floods. - UPM DSS Chair ...,Related and informative,,,,
232724610712474000,RT @doblezeta: Rescue and coordinating operations like today is where Twitter really stands out. #RescuePH http://t.co/a1hizUd6,Related and informative,,,,
232725848011203000,RT @tonyocruz: Walked thru flood waters? Take one dose of Doxycycline (200mg) to guard against leptospirosis /via @thomasmmm #RescuePH,Related and informative,,,,
