"item_id","item","label",
"382813401845485568","RT @WashTimes: #Pakistan #earthquake leaves hundreds dead, homeless http://t.co/MYPJ77rWhI","not informative",
"382813466014121984","RT @SsamanJay: RIP :( ""@ShirazHassan: RIP Sheza Riaz, she was student of Edward College Peshawar. #PeshawarChurchBlasts #Pakistan http://t.…","not informative",
"382814286654865408","RT @Oxfam: Pakistan #earthquake kills hundreds. 7.7 magnitude quake felt across #Pakistan &amp; India http://t.co/5QFMBI4olX","Informative",
"382814118056431616","Massive #earthquake in #Pakistan - At least 283 #killed and 400 #injured - many #updates + many #video's  - http://t.co/VKewKN2rT0","not informative",
"382813914796290048","#pakistan#news Gwadar island spewing methane: Experts: Gwadar: Following the 7.8 magnitude earthquake which tr... http://t.co/Jr8t7WOm1O","Informative",
"382814134032531456","Massive #earthquake in #Pakistan - At least 283 #killed and 400 #injured - many #updates + many #video's  - http://t.co/rt0xbSdRKm","Informative",
"382814141620043776","Massive #earthquake in #Pakistan - At least 283 #killed and 400 #injured - many #updates + many #video's  - http://t.co/b7uS1i7OGv","not informative",
"382814365323247617","BRP is holding a protest demo in front of UN office in Geneva against the enforced disappearances &amp; extrajudicial murders in #Balochistan","not informative",
"382813788832940033","RT @Oxfam: Pakistan #earthquake kills hundreds. 7.7 magnitude quake felt across #Pakistan &amp; India http://t.co/5QFMBI4olX","Informative",
"382813932437917696","Three trucks relief good r ready to send earthquake affected areas of #Balochistan by #MQM &amp; #KKF today #ReliefByKKF","Informative",
"382814164319993856","RT @imranazamshaikh: #Pakistan money in Swiss banks higher than India's: #Switzerland data
http://t.co/0s7cgT7CrA","not informative",
"382813540413095936","#earthquake M1.6: Central California http://t.co/dfzB6udRMC","Informative",
"382814335048773632","Thanks you #Shareef Brothers Such a Notable growth of #Pakistan #Karachi #Lahore #Islamabad #Multan #Peshawar #PMLn http://t.co/WxYq2Tbihg","Informative",
"382813532305096705","RT @UmarCheema1: This #EarthQuake has surprised like that of Oct. 2005. Nobody had assessed the scale of casualties in the begining.","not informative",
"382814114860367872","Massive #earthquake in #Pakistan - At least 283 #killed and 400 #injured - many #updates + many #video's  - http://t.co/iV58RCtp3R","Informative",
"382813501489946624","RT @AnasMallick: 300 of #Pakistan Navy men reach #Earthquake hit #Awaran, Balcohistan to take part in rescue operations.","Informative",
"382814374018031616","【PR】EarthQuakeLive  http://t.co/XsecXJLniX  #Earthquake #quake #earth #地震 #WebSite #Web","not informative",
"382813587410259968","RT “@WaliSpeaks: Middle class Cm of Balochistan is in UK When is he coming back.? #Balochistan”","Informative",
"382814138235236352","Massive #earthquake in #Pakistan - At least 283 #killed and 400 #injured - many #updates + many #video's  - http://t.co/nvvGyHviWu","not informative",
"382814154165612544","RT @hammadsarfraz: RT @Reuters: Leaders of India, #Pakistan to meet in New York as Kashmir simmers http://t.co/SsTfyfWt3b","Informative",
"382813601024995328","RT @clockend10: shame on #IK for saying this truly #IK is working on the agenda of #Pakistan enemies by supporting #TTP @malikjawad4567 @fu…","Informative",
"382814074439868419","RT @QasimalirazaAli: Three trucks relief good r ready to send earthquake affected areas of #Balochistan by #MQM &amp; #KKF today #ReliefByKKF","Informative",
"382813924208308224","#TragedyOverTragedy: Another major #earthquake in #Pakistan kills 230 people. Our #prayers go to the affected #neighbours. .","not informative",
"382813996354510848","RT @CBCAlerts: Number of dead in massive #Pakistan quake rises to 210; thousands homeless. Earthquake creates small island off Pakistan's s…","not informative",
"382814514682413056","RT @SherM_BRP: BRP is holding a protest demo in front of UN office in Geneva against the enforced disappearances &amp; extrajudicial murders in…","Informative",
"382813812040409089","#Earthquake in western #Pakistan kills hundreds and creates #island off coast. #Baloachistan   http://t.co/mMXZ4TcG7v","not informative",
"382814136285274112","RT @samramuslim: #Pakistan: Man sent into custody for harassing girl on #Facebook [Bravo] http://t.co/oblTVfr6rC #Pakistan via @ZahraPeer","not informative",
"382814017099558912","RT @Oxfam: Pakistan #earthquake kills hundreds. 7.7 magnitude quake felt across #Pakistan &amp; India http://t.co/5QFMBI4olX","not informative",
"382813945913831424","RT @farah_lodhi: Chairman @ImranKhanPTI will also visit Kohati church and will meet the families of #PeshawarChurchBlast victims.
#Pakistan","Informative",
"382813518602313729","Hahahaha For #PTI Trolls Only #PTI MPA Faisal Zaman's degree declared fake by Supreme Court @nadirlegharipti @AmirKhan_90 #Pakistan","Informative",
"382813514881982464","700 asylum-seekers land on Italian shores http://t.co/RkB8lqXYce #News #Pakistan","not informative",
"382813445495586816","RT @CheSindhi: Baloch nation is helpless in Awaran District of occupied #Balochistan, world should help them. #BalochistanEarthQuake","not informative",
"382814139623931904","RT @Zarina_Baloch: More than 230 killed in major earthquake in #Balochistan http://t.co/F4OHHYWyH4 via @reuters","not informative",
"382813702132867072","RT @samramuslim: #Pakistan: Man sent into custody for harassing girl on #Facebook [Bravo] http://t.co/oblTVfr6rC #Pakistan via @ZahraPeer","not informative",
"382814062196703232","'I am the PM of a graveyard', was the famous line of AJK PM after 2005 #Earthquake that forced him into a tent office http://t.co/NIJHUoesjJ","not informative",
"382814148851023872","Massive #earthquake in #Pakistan - At least 283 #killed and 400 #injured - many #updates + many #video's  - http://t.co/BcilA1ugxL","Informative",
"382814146691346432","RT @adeelahmed007: Moderate earthquake shakes northern areas http://t.co/HT1Pkpkss4  #Pakistan #Chitral #KPK #Balochistan","not informative",
"382814414220824576","RT @ShakingEarth: Massive #earthquake in #Pakistan - At least 283 #killed and 400 #injured - many #updates + many #video's  - http://t.co/S…","Informative",
"382813761330888704","#pakistan and #china cooperation in #defence sector dire need of time...
http://t.co/3F754fbkkV","not informative",
"382814538812641280","RT @DailyObvious: Himalayan Marmot  #Gilgit #Baltistan #Travel #Animals #Pakistan Sir Mustansar H Tarrar called them Lafangay marmot :) htt…","Informative",
"382815813809364992","Ah wow... “Pakistan's Earthquake Was So Powerful It Created A New Island” via @digg #Pakistan ☛ http://t.co/Tta9kCxTbt","not informative",
"382815450272649216","May Allah protect you all.
my deep condolence to the families who lost their loved one in #earthquake yesterday in #Pakistan","not informative",
"382815751411089408","BRP is holding a protest demo in front of UN office in Geneva against the enforced disappearances &amp; extrajudicial murders in #Balochistan""","not informative",
"382815297347911680","RT @QasimalirazaAli: Three trucks relief good r ready to send earthquake affected areas of #Balochistan by #MQM &amp; #KKF today #ReliefByKKF","Informative",
"382815657425117184","RT @Senator_Baloch: #Balochistan Black Hole: Rs320m Saudi donation goes missing, Senate body told http://t.co/3s82ul6XlD","not informative",
"382815134047272960","RT @The__Muslim: May Allah make it easy on our Brothers &amp; Sisters in #Pakistan, who have lost loved ones &amp; shower them with patience &amp; beli…","Informative",
"382814975292481537","RT @UNOCHA: #Pakistan earthquake: @UN &amp; humanitarian partners stand ready to support Gov’s ongoing relief effort if requested - http://t.co…","Informative",
"382814651580678144","No #Media except in #Pakistan finds itself satisfied &amp; accomplished by degrading own Army, Govt and Glorifies foes.
#payment @TalatHussain12","not informative",
"382814811999838208","#Cannabis Afghanica (#indica) originating from #Afghanistan &amp; #Pakistan afforded high #thc, &amp; low - high CBD counts.  #Cannabis #mmj #mmot","Informative",
"382814938890129409","#pakistan#news# Jackson lawyer attacks promoter as trial nears climax: Jackson lawyer attacks promoter as tria... http://t.co/EeP9dYhd36","not informative",
"382815535982858240","Topics in this story: - Mission Network NEws (press release) http://t.co/kLpQ3J3lDZ - #Pakistan #floods","Informative",
"382814998864478208","RT @CBCAlerts: Number of dead in massive #Pakistan quake rises to 210; thousands homeless. Earthquake creates small island off Pakistan's s…","Informative",
"382815776425525248","CLT20 2013 Live Cricket Score: Otago Volts vs Perth Scorchers ...: Otago Volts are set to t... http://t.co/jO7HU34zVV #pakistan #cricket","not informative",
"382815628953804800","RT @a1h9t: hell must be a place much like #NUST 
#Pakistan","not informative",
"382814746774626304","Capital pays tribute to September 6 martyrs, a walk by #Kashmiris http://t.co/EStG3p0oQS #YFK #Pakistan @kashmir4pak","not informative",
"382815263483506688","RT @CAmmoun: #Pakistan #quake released frozen #methane that crystalized to form a new #island off the coast of #Gwadar http://t.co/RyQ4sDqR…","not informative",
"382815393079111680","Pakistan #earthquake kills hundreds. 7.7 magnitude quake felt across #Pakistan &amp; India http://t.co/snhqXkNjMg","not informative",
"382815878179344384","#pakistan#news# Gwadar island spewing methane: Experts: Gwadar: Following the 7.8 magnitude earthquake which t... http://t.co/QHvyWonHfq","Informative",
"382815488935342082","RT @RT_com: BREAKING UPDATE: Death toll from #Pakistan earthquake rises to over 230 http://t.co/fmytyHEJf4","not informative",
"382815462645440512","RT @TahaSSiddiqui: @JinnahInstitute AH Nayyar talks abt how #Pakistan curriculum violates constitutional safeguard to non Muslim students","not informative",
"382815139994415104","#earthquake: M 2.3, Central Alaska http://t.co/X4fkApT0tL","Informative",
"382815529486254080","RT @QasimalirazaAli: Three trucks relief good r ready to send earthquake affected areas of #Balochistan by #MQM &amp; #KKF today #ReliefByKKF","Informative",
"382814633213448192","RT @SherM_BRP: BRP is holding a protest demo in front of UN office in Geneva against the enforced disappearances &amp; extrajudicial murders in…","not informative",
"382815055781588992","RT @aushpaz: MUST: The struggle #Pakistan does not want reported | by @Matthew__Green http://t.co/E2XIwqpkZV v @Senator_Baloch #Balochistan","Informative",
"382814940223926272","#pakistan#news# Gwadar island spewing methane: Experts: Gwadar island spewing methane: Experts ...     http://t.co/CSx2z2Bzmu","not informative",
"382814942023262208","#Breaking: #PTI MPA Faisal Zaman's degree declared fake by SC. #fb #Pakistan","not informative",
"382815649736953856","RT @marvisirmed: Over 265 people lose their lives #EarthQuake #Balochistan since yesterday afternoon. There are still many areas where no r…","not informative",
"382814695113379840","RT @UmarCheema1: 'I am the PM of a graveyard', was the famous line of AJK PM after 2005 #Earthquake that forced him into a tent office http…","not informative",
"382815602164781056","RT @QasimalirazaAli: Three trucks relief good r ready to send earthquake affected areas of #Balochistan by #MQM &amp; #KKF today #ReliefByKKF","not informative",
"382815140665491456","#earthquake: M 2.0, Southern Alaska http://t.co/rbIJAJaZ72","Informative",
"382814936030019584","@Natasha_H_Ejaz @kuchkhaas keeping the #literature, #art, #music and #Pakistan #culture alive. Keep it up.","Informative",
"382815780041404416","#Earthquake In Baluchistan, Pak Army madical camps in effected areas http://t.co/CtV5Ge7ZHg","Informative",
"382814858309140480","RT @QasimalirazaAli: Three trucks relief good r ready to send earthquake affected areas of #Balochistan by #MQM &amp; #KKF today #ReliefByKKF","Informative",
"382815862509826048","RT @anumuae: Hahahaha For #PTI Trolls Only #PTI MPA Faisal Zaman's degree declared fake by Supreme Court @nadirlegharipti @AmirKhan_90 #Pak…","Informative",
"382815792200306688","May Allah make it easy on our Brothers &amp; Sisters in #Pakistan, who have lost loved ones &amp; shower them with patience &amp; belief. #Earthquake","not informative",
"382815139314937856","#earthquake: M 1.6, Central California http://t.co/j9OmslEcJC","Informative",
"382815302993842176","Major 7.7m #earthquake hit a remote area in Balochistan, #Pakistan. @USGS indicate 44 000 exposed to severe shaking. http://t.co/Yh6LUiiXlK","Informative",
"382815067294543872","The massive 7.7-magnitude earthquake that jolted #Pakistan s Balochistan province on Tues has created an island off the coast of Gwadar port","Informative",
"382815466344816640","Death toll exceeding 200 as rescuers struggle to reach isolated #Awaran district of #Balochistan http://t.co/yYXf8dTExV","Informative",
"382815402826268672","#EarthQuake death toll reaches to 308, pity #Balochistan","Informative",
"382815850040143872","RT @WashTimes: #Pakistan #earthquake leaves hundreds dead, homeless http://t.co/MYPJ77rWhI","Informative",
"382814901263015937","RT @cannabisstrains: #Cannabis Afghanica (#indica) originating from #Afghanistan &amp; #Pakistan afforded high #thc, &amp; low - high CBD counts.  …","not informative",
"382815716300177408","RT @JItxtbookreform: Roundtable on curricula reform starts @JinnahInstitute, Dr. A. H. Nayyar presenting on the Jinnah Inst report. #Pakist…","not informative",
"382814949988249600","May Allah make it easy on our Brothers &amp; Sisters in #Pakistan, who have lost loved ones &amp; shower them with patience &amp; belief. #Earthquake","not informative",
"382815509324263424","RT @UNOCHA: #Pakistan earthquake: @UN &amp; humanitarian partners stand ready to support Gov’s ongoing relief effort if requested - http://t.co…","not informative",
"382814739367084032","RT @UmarCheema1: 'I am the PM of a graveyard', was the famous line of AJK PM after 2005 #Earthquake that forced him into a tent office http…","not informative",
"382815045748400128","RT @JItxtbookreform Roundtable on curricula reform starts @JinnahInstitute, Dr. A. H. Nayyar presenting on the Jinnah Inst report #Pakistan","not informative",
"382815843706343424","RT @furqantsiddiqui: #ImranKhan #PTI has said #Taliban shud be allowed to open their offices in #Pakistan.","Informative",
"382814939666083841","#pakistan#news# British man arrested in Kenya after mall siege: British man arrested in Kenya after mall siege... http://t.co/LDvp2kJ9j6","not informative",
"382815658540818432","RT @680News: Death toll in #Pakistan #earthquake rises to 210; rescuers struggle to help people in remote area http://t.co/AwQeBdnm9o","not informative",
"382815548230221826","RT @VAWMap: Bloodstained honour is not honourable at all write @sesapzai http://t.co/FdpzuvI8IV #Takebackthetech #Pakistan #VAWPK","not informative",
"382815607491923968","@AbidZaidi1 ""@AishaFSarwari:If u gt raped in #Pakistan, preferably gt rpd in frnt of 4 pious Muslims bcse DNA evidence is nt permissible.""","Informative",
"382815028006514688","RT @SherM_BRP: BRP is holding a protest demo in front of UN office in Geneva against the enforced disappearances &amp; extrajudicial murders in…","not informative",
"382815351211175936","The new Island emerged after the #earthquake is named ""Zalzala Jazeera"", can we name it ""Naya #Pakistan""","Informative",
"382814800163508224","RT @PeterTatchell: Defend #Christian, #Hindu, #Shia, #Ahmadi &amp; #atheist people against persecution in #Pakistan. London protest PHOTOS: htt…","Informative",
"382815884235915264","#pakistan#news British zoo bans 'confusing' animal print clothing: LONDON (AFP) - A British zoo said Wednesday... http://t.co/pinSjaacOR","Informative",
"382814863774326784","RT @CNBCPAKISTAN: ISPR: 7000 Kgs of food items, 1000 Kgs medicine and 200 tents have been distributed among the #earthquake affectees #Awar…","not informative",
"382815408903843840","Mumbai Police reviews security of churches, malls, 5-star hotels in #Mumbai after recent attacks in #Kenya, #Pakistan
http://t.co/tOOKSIiCSS","Informative",
"382815219891712000","RT @GN_Bugti: Thousands of Baloch gone missing since #Balochistan Occupation, but no one return back their houses as safe. #ReleaseAbducted…","Informative",
"382814888776577024","RT @farah_lodhi: Chairman @ImranKhanPTI will also visit Kohati church and will meet the families of #PeshawarChurchBlast victims.
#Pakistan","Informative",
"382814668257263616","RT @UNOCHA: #Pakistan earthquake: @UN &amp; humanitarian partners stand ready to support Gov’s ongoing relief effort if requested - http://t.co…","not informative",
"382814634090037248","Weekend Havoc http://t.co/daHzLtIKH5
 #BinLaden #Pakistan #UnitedStates","not informative",
"382815624936050688","RT @furqantsiddiqui: #ImranKhan #PTI has said #Taliban shud be allowed to open their offices in #Pakistan.","Informative",
"382815208005062656","RT @The__Muslim: May Allah make it easy on our Brothers &amp; Sisters in #Pakistan, who have lost loved ones &amp; shower them with patience &amp; beli…","Informative",
"382814827439071232","RT @farah_lodhi: Chairman #PTI @ImranKhanPTI at Lady Reading Hospital to inquire the health of #PeshawarChurchBlast Victims.
#Pakistan","not informative",
"382815369251282944","@TanvirSalim1 ""@AishaFSarwari:If u gt raped in #Pakistan, preferably gt rpd in frnt of 4 pious Muslims bcse DNA evidence is nt permissible.""","Informative",
"382815604484620288","RT @cannabisstrains: #Cannabis Afghanica (#indica) originating from #Afghanistan &amp; #Pakistan afforded high #thc, &amp; low - high CBD counts.  …","Informative",
"382815477837225984","RT @PeterTatchell: Defend #Christian, #Hindu, #Shia, #Ahmadi &amp; #atheist people against persecution in #Pakistan. London protest PHOTOS: htt…","Informative",
"382814940936937472","#pakistan#news# Graeme Hick gets Aussie coaching job: Graeme Hick gets Aussie coaching job ...     http://t.co/UcRqa8HohY","not informative",
"382815486313906177","RT @AnjumKiani: The People of Balochistan have no1 but Allah &amp; Pak army. The Drunkard #BLA terrorist Sardarzaday are no where to be seen or…","not informative",
"382815846189768704","@YusufDFI ""@AishaFSarwari:If u gt raped in #Pakistan, preferably gt rpd in frnt of 4 pious Muslims bcse DNA evidence is nt permissible.""","Informative",
"382815117575872513","The cost of living is going up and the chance of living is going down. #earthquake #Pakistan","not informative",
"382814938156105729","#pakistan#news# Former IPL chief banned for life: Former IPL chief banned for life ...     http://t.co/N1kpLzvZxV","Informative",
"382814617447436288","@sigoody6 @JoeHanks13 @LBarnfather missed that! #earthquake","Informative",
"382815104850329600","#Pakistan #quake released frozen #methane that crystalized to form a new #island off the coast of #Gwadar http://t.co/RyQ4sDqRMQ","not informative",
"382814766852358145","Massive #earthquake kills more than 260 in #Balochistan | http://t.co/YnkAHvVqNc","Informative",
"382815170923610112","RT @meriamsabih: Extremism spreading - Stop imposing your views on others! ""Nust fines girls for wearing jeans, tights""  http://t.co/dAg1EC…","Informative",
"382814752591732736","Powerful #Pakistan earthquake may have created a new island in Arabian Sea @TheNationalROAM http://t.co/bEldDg0039","Informative",
"382815654471938048","the island - about 200 mts long, 20 mts high &amp; 100 mts wide - off coast of Gwadar, emerged soon after the earthquake, #Pakistan via Dawn","Informative",
"382814800293543938","RT @imranwaseem: RT “@WaliSpeaks: Middle class Cm of Balochistan is in UK When is he coming back.? #Balochistan”","not informative",
"382815731915554816","RT @JItxtbookreform: RT @TahaSSiddiqui: @JinnahInstitute AH Nayyar talks abt how #Pakistan curriculum violates constitutional safeguard to …","Informative",
"382815093714870272","Breaking: #PTI MPA Faisal Zaman's degree declared fake by SC. #fb #Pakistan""","not informative",
"382814873727410176","BRP is holding a protest demo in front of UN office in Geneva against the enforced disappearances &amp; extrajudicial murders in #Balochistan","not informative",
"382815020603543552","Photos of New Island Created by #Pakistan Earthquake   
http://t.co/BtdniE8QM8","Informative",
"382815541372932096","RT @UNOCHA: #Pakistan earthquake: @UN &amp; humanitarian partners stand ready to support Gov’s ongoing relief effort if requested - http://t.co…","not informative",
"382815237940187136","#Pakistan SC declares CAA DG appointment null and void - ISLAMABAD:The Supreme Court has declared the appointment ... http://t.co/WxeTQaguQr","Informative",
"382816646769160192","RT @Senator_Baloch: #Balochistan is a #ConflictZone and Relief Must be provided by Impartial Organization - i.e UN to save lives - and asse…","Informative",
"382816620055248896","#Pakistan is 9th largest cell-phone using country in the world &amp; has great potential 2 grow says @umarsaif http://t.co/w6jsZlmP9q #2030NOW","not informative",
"382817224739680256","RT @QasimalirazaAli: Three trucks relief good r ready to send earthquake affected areas of #Balochistan by #MQM &amp; #KKF today #ReliefByKKF","not informative",
"382817340909682688","RT @UNOCHA: #Pakistan earthquake: @UN &amp; humanitarian partners stand ready to support Gov’s ongoing relief effort if requested - http://t.co…","Informative",
"382816216571604992","#Pakistan government hopes to use Imams to raise awareness","Informative",
"382817115780026369","RT @ShirazHassan: RIP Sheza Riaz, she was student of Edward College Peshawar. #PeshawarChurchBlasts #Pakistan http://t.co/Bjt0vOk05p","not informative",
"382816452325019649","RT @MeetIran: #Iran offers sympathy, aid to #Pakistan quake victims","not informative",
"382816752398528512","RT @ShirazHassan: People of #Balochistan need your help. #Awaran #Earthquake http://t.co/At7tLI7YZ5","not informative",
"382816229167099904","Pretty bizarre: new island pops up off Gwadar after earthquake #pakistan http://t.co/W5l5Q5HKp7","not informative",
"382817014873485313","#China, #Pakistan to enhance #defense production coop http://t.co/AJyR7TJLP3","not informative",
"382816167368196096","RT @TheNationalUAE: Powerful #Pakistan earthquake may have created a new island in Arabian Sea @TheNationalROAM http://t.co/bEldDg0039","Informative",
"382817217185710080","MT @zainabkhawaja92: #Nust Rector meeting scheduled to start at 4 pm. Students are assembling. http://t.co/nwo0Ca0KtJ #Pakistan","not informative",
"382816679132020736","#Pakistan quake island unlikely to last: experts... http://t.co/wCcp0nu3jW","Informative",
"382817065624543233","Moving piece by Harris Khalique . ""Sir Das, I am Sorry"" http://t.co/Iv8Rbh1xMu #Pakistan #education #PeshawarChurchBlast","Informative",
"382816138763046912","#duaoftheday ♥ #Pakistan #Earthquake #Balochistan http://t.co/6sldoMfd6O","Informative",
"382816399183577088","RT @SMTabishTariq: MQM is the only loud and clear party against the so called ""Talks"" with the terrorists and extremists. #Pakistan http://…","not informative",
"382817095710294016","RT @prmidy: Massive #earthquake in #Pakistan - At least 283 #killed and 400 #injured - many #updates + many #video's  - http://t.co/krFNBTo…","not informative",
"382816326265229312","RT @anumuae: Hahahaha For #PTI Trolls Only #PTI MPA Faisal Zaman's degree declared fake by Supreme Court @nadirlegharipti @AmirKhan_90 #Pak…","Informative",
"382816420356030465","RIP - RT @ShirazHassan: RIP Sheza Riaz, she was student of Edward College Peshawar. #PeshawarChurchBlasts #Pakistan http://t.co/fznUfvPQN2","Informative",
"382816301028089856","MQ ""Unknown journalist. Unknown newspaper... Why should we go + pinch him +  make him part of the news?"" http://t.co/8n8WTXHN5v #Pakistan","not informative",
"382816197588168704","(Life&amp;Style) Have you seen: Bhutto siblings show some Sindhi pride! http://t.co/DxCaOWdQ0c #Pakistan","Informative",
