Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
369281468473680000,"RT @AshBulldogLagon: #KeepSafe people of Luzon, and Let us #Pray and help typhoon #MaringPH affected areas thru #ReliefPH operations. @Joel…",Outsiders,Sympathy and support,Related - but not informative
369286384206369000,Stay calm and keep praying.🙏 #maringph #typhoon http://t.co/PNDVy7fBDB,Outsiders,Sympathy and support,Related - but not informative
369288112276373000,Rainy Morning na naman :( let us #Pray for the #FloodVictims and for #floodPH :)),Eyewitness,Sympathy and support,Related - but not informative
369290205217296000,Sige ulan bumuhos ka wag ng papigil pa! #floodPH #bedweather,Outsiders,Not applicable,Related - but not informative
369293250298786000,stay safe twittamz.. #FloodPH,Outsiders,Sympathy and support,Related - but not informative
369294890246480000,"RT @TedPylon: Dear #MaringPH,  Sobra na ang pagpapasikat niyo ni Habagat. Oo, gusto namin ng class suspension. Nakuha na namin eh. Pwd bang…",Outsiders,Not applicable,Related - but not informative
369296572174959000,Let's just stay home and be safe. :) #MaringPH,Outsiders,Sympathy and support,Related - but not informative
369299000660197000,@GD0925 @janineramos0915 ..gOod yan!..walang baha!..lakas dito sa manila..eh!,Eyewitness,Not applicable,Related - but not informative
369325579968860000,RT @chitomirandajr: May meeting ako sa Manila ng 10am. Gumising ako ng 830am. Tapos sinabi sa akin na di daw tuloy kasi baha. Parang no cl…,Eyewitness,Not applicable,Related - but not informative
369331904975090000,@vincentmillora: Paano kami makakauwi ng Manila kung baha sa SLEX or Coastal?? Bukas ka na umuwi =)),Outsiders,Not applicable,Related - but not informative
369332613808284000,"RT @TeacherChichi: Stay safe, family and friends back home! #praying #FloodPH",Outsiders,Sympathy and support,Related - but not informative
369342290092773000,RT @imgabrielle26: #PrayForThePhilippines #NOCLASSES The ConjuRAIN! #RescuePH,Outsiders,Sympathy and support,Related - but not informative
369356613619954000,"@liezelinigo Hartbroken daw kc si Maring. Babaeng nagantay, umasa at nasaktan. Haha! Oh, di ba? Teleserye lang ang peg. Hahaha. #MaringPH",Outsiders,Not applicable,Related - but not informative
369376184238232000,Just saw pictures of Manila under siege by water. Asked my mom if it's baha in our area and she said not at all. #binayforpresident,Eyewitness,Other Useful Information,Related - but not informative
369376221995348000,RT @LPUCavite: Let us all pray for every Filipino affected by #Maring and other calamities.,Outsiders,Sympathy and support,Related - but not informative
369393527710433000,marami ang hindi nakapasok dahil #MaringPH,Eyewitness,Caution and advice,Related - but not informative
369406123188556000,RT @ohteenquotation: Take time to RETWEET this❣ #PrayForThePhilippines #MaringPH http://t.co/8murBPUMMk,Outsiders,Sympathy and support,Related - but not informative
369416332132897000,RT @jeffcanoy: Ingat kayo lahat dyan sa Manila! Di na first time 'yang baha at ulan kaya dapat alam na gagawin ha.,Outsiders,Sympathy and support,Related - but not informative
369421327565746000,Who's in the FEU-UST area? How's the flood there? #MaringPH,Outsiders,Infrastructure and utilities,Related - but not informative
369421843448336000,“@miggsdelly: #MaringPH YAWA”,Outsiders,Not applicable,Related - but not informative
369423516988215000,RT @ohteenquotation: Take time to RETWEET this❣ #PrayForThePhilippines #MaringPH http://t.co/MtDaRGCVYu,Outsiders,Sympathy and support,Related - but not informative
369426541068829000,"RT @dlsu_cgb: Let's all pray for those affected by #MaringPH to be safe and out of harms way. Stay safe, Lasallians!",Outsiders,Sympathy and support,Related - but not informative
369428390765269000,Pinoy lang ang kayang kumaway at ngumiti sa tv sa kabila ng trahedya. Winner ka Noypi! #habagat,Eyewitness,Sympathy and support,Related - but not informative
369428759847240000,@michiquita_b PRAYERS UP!!! To all those who are affected by the floods in Manila specially in Cavite may God keep you safe. :),Outsiders,Sympathy and support,Related - but not informative
369429825192088000,I hope that are fellow countrymen in the southern part and any place affected by typhoon #MaringPH was alright :( #PrayForThePhilippines,Outsiders,Sympathy and support,Related - but not informative
369430521467531000,condolence to the family of my friend's friend.   she died because of the damn flood in manila. rest in peace love. :(,Outsiders,Sympathy and support,Related - but not informative
369434673811710000,#FloodPH stay safe everyone!,Outsiders,Sympathy and support,Related - but not informative
369446619193684000,"RT @bangheadbang: Nag-suspend na ang Manila at Makati. Ano pa bang gusto mong baha, Mayor Herbert Bautista? Baha ng luha namin? Sabihin mo …",Eyewitness,Not applicable,Related - but not informative
369456878482231000,Say what?? #maring #monsoon #rains #pray http://t.co/FuWVygdsWr,Outsiders,Sympathy and support,Related - but not informative
369472988795503000,#MaringPH + #HabagatPH = Rain and Flood  #Adamsonian + #Benildean + #Rizalian + #Prayers = No More Maring and Habagat,Media,Sympathy and support,Related - but not informative
369479024398975000,"The news is LITERALLY flooded with rain, rain, and rain that brought by #MaringPH",Outsiders,Other Useful Information,Related - but not informative
369494400713236000,Hasn't stopped raining though! Flood all over manila #badweather #bagyongmaring,Eyewitness,Caution and advice,Related - but not informative
369535756554887000,Buti nalang nakarating ako ng maayos sa duty ko. Salamat sa bota na blue green! #baha #MaringPH,Eyewitness,Not applicable,Related - but not informative
369544963064734000,The thunder's getting louder and the rain's not showing signs of stopping. We hope everyone's safe and with their loved ones  #reliefPH,Eyewitness,Sympathy and support,Related - but not informative
369546422678745000,"RT @jhigou: Define STEADY - #MaringPH &amp; #habagat, nagbreak at hirap pareho mag move-on?? Move move din parang #MyHusbandsLoverDay51",Outsiders,Not applicable,Related - but not informative
369577309503623000,May pasok pa rin kaming mga Immortal! #Maring #TheConjurain #PrayForThePhilippines — feeling exhausted,Eyewitness,Other Useful Information,Related - but not informative
369580543345951000,"Woke up with this. May swimming pool na sa tapat ng bahay, hanggang dyan ka lang ah. #flood #maring http://t.co/wiqKHFWHCw",Eyewitness,Other Useful Information,Related - but not informative
369589779182006000,"Grabe ulang, ayaw tumigil grrr #bagyo #ulan #habagat #mandaluyong #baha",Eyewitness,Sympathy and support,Related - but not informative
369594048996057000,Charging all my gadgets just to be sure. Hope the power supply doesnt get cut #MaringPH,Eyewitness,Sympathy and support,Related - but not informative
369598998266384000,"Mareng #MaringPH, tama na please wag lang lumebel kay Ondoy.",Eyewitness,Not applicable,Related - but not informative
369600986366476000,may god bless and help those people who were affected by the flooding in manila. #godbless #Habagat,Outsiders,Sympathy and support,Related - but not informative
369603863642264000,"Not another high-tide, please. Guess I won't be staying here in the internet. . . #FloodPH",Eyewitness,Other Useful Information,Related - but not informative
369608397684879000,Let us all pray for the Philippines. #MaringPH,Outsiders,Sympathy and support,Related - but not informative
369610201256579000,Be 100% ready. Stay safe. #MaringPH #Habagat,Outsiders,Sympathy and support,Related - but not informative
369610545172718000,"Ulan, please lubayan mo na kami. Wag kang o.a sa pagbuhos. Hayy. Baha na naman ang Pinas. :( #MaringPH #Habagat",Eyewitness,Sympathy and support,Related - but not informative
369610905887076000,"@iamrpaul: ASSISTANCE and SUPPORT is different, so dont expect to much to our politicians.. #BayanNiJuan #PrayForThePhilippines #rescuePH",Outsiders,Donations and volunteering,Related - but not informative
369612101276287000,RT @TheDutchessMing: “@ariannatngco: YUCK IN THE PHILIPPINES ARE SO MANY BEGGAR PEOPLE SO BETTER DIE #FloodPH” -so many beggar? Well you lo…,Outsiders,Not applicable,Related - but not informative
369612461982220000,Ayoko nga masuspend eh Maski gusto ko naman pero Syemre naawa ako sa mga taong nahihirapan dahil kay bagyong MARING. #FloodPH,Outsiders,Not applicable,Related - but not informative
369612944339780000,Pinasok na kame ng tubig sa loob ng bahay! Tengene! Wag na sanang tumaas pa! Maring stop na pls! #PrayForThePhilippines #MaringPH,Eyewitness,Affected individuals,Related - but not informative
369613648974873000,#typhoon #maring #typhoonmaring #taytay @ House of Santos http://t.co/NfsuV3a5y0,Outsiders,Infrastructure and utilities,Related - but not informative
369613946778829000,"amidst #maring and the #flood do not forget to THANK GOD everyday, because... @ Hacienda VEA http://t.co/CMSiiHvqSd",Outsiders,Sympathy and support,Related - but not informative
369614773052138000,RT @iamsuperbianca: PRAYING FOR SUNSHINE. #MaringPH,Outsiders,Sympathy and support,Related - but not informative
369615330894549000,“@ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH”why dont you kill yourself first whore!!,Not applicable,Not applicable,Related - but not informative
369616656290423000,RT @iamsuperbianca: PRAYING FOR SUNSHINE. #MaringPH,Eyewitness,Sympathy and support,Related - but not informative
369616811496452000,"“@erwanjheussaff: Stay safe and dry. If you can't go to work, don't. #maringph http://t.co/BmPDdQLxTQ”",Eyewitness,Sympathy and support,Related - but not informative
369618296259109000,sana tumigil na ang ulan :( #KeepSafe #PrayForThePhilippines  ##FloodPH,Eyewitness,Sympathy and support,Related - but not informative
369618640179458000,Omggg. Flood in Metro Manila. Please don't cancel our flight. 😣,Eyewitness,Other Useful Information,Related - but not informative
369618782781575000,@29KeithMordeno - im a receiver of relief goods; for the first time. #stranded #MaringPH http://t.co/a0hi73DKEo,NGOs,Affected individuals,Related - but not informative
369619525177590000,RT @iamsuperbianca: PRAYING FOR SUNSHINE. #MaringPH,Outsiders,Sympathy and support,Related - but not informative
369620632499003000,RT @JadeAndreii: Safety for everyone affected by Tiyay #MaringPH and #Habagat. Fine weather we have here in Negros.,Eyewitness,Sympathy and support,Related - but not informative
369621752361415000,RT @ariannatngco: PHILIPPINES = POOR COUNTRY + SQUATTER #PrayForThePhilippines #FloodPH,Outsiders,Not applicable,Related - but not informative
369621790097568000,“@ariannatngco: PHILIPPINES ARE BEGGAR #PrayForThePhilippines #FloodPH” ayusin mo muna grammar mo,Not applicable,Not applicable,Related - but not informative
369622410863346000,Stay safe WF peeps #MaringPH #McKinleyHill #CampusPlace #Taguig http://t.co/e9RJ4KPjBh,Outsiders,Sympathy and support,Related - but not informative
369622603792519000,“@ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH” - PUTANG INA MO! GO To HELL!! FUCK U!!!,Outsiders,Not applicable,Related - but not informative
369623287480857000,Natulog ako baha tas paggcng ko lalo pang tumaas ung baha. My gaddd #FloodPH,Eyewitness,Affected individuals,Related - but not informative
369623778231611000,Emergency kit or kikay kit? #waterproof #MaringPH #habagat http://t.co/9WqZXAFVEw,Outsiders,Not applicable,Related - but not informative
369625007158071000,“@ariannatngco: PHILIPPINES ARE BEGGAR #PrayForThePhilippines #FloodPH” Hahahahahahahaha. RIP ENGLISH GRAMMAR. .!.,Outsiders,Sympathy and support,Related - but not informative
369627825713598000,RT @ohitsnarryp: “@ohteenquotation: Take time to RETWEET this❣ #PrayForThePhilippines #MaringPH http://t.co/hTMBuZs2eb”,Outsiders,Sympathy and support,Related - but not informative
369629499228320000,"Back to sleep,.. prudence. Keep safe everyone. #floodPH #walangpasok #clingyweather #BedWeather",Eyewitness,Sympathy and support,Related - but not informative
369630862393868000,So there is a chance that KKT might be cancelled? I wouldn't want TOP to be stranded because of the flood in Manila ._.,Outsiders,Not applicable,Related - but not informative
369631860638249000,Good morning! Pray for manila bec. Of the heavy rains that cause floods all over the city #bagyongmaring,Outsiders,Sympathy and support,Related - but not informative
369632158438023000,@ ariannatngco: MORE HEAVY RAINS AND FLOODS IN THE PHILIPPINES SO DIE NOW #PrayForThePhilippines #FloodPH PLEASE KILL THIS BITCH,Outsiders,Other Useful Information,Related - but not informative
369633282511487000,RT @BilBilniJonas: Arianna Tiangco: YUCK IN THE PHILIPPINES ARE SO MANY BEGGAR PEOPLE SO BETTER DIE #PrayForThePhilippines #FloodPH  Bel: F…,Outsiders,Not applicable,Related - but not informative
369633882309931000,Breaking News: Napoles nahuling nagtatago sa baha. Lol. 🐊 #buwaya #PorkBarrelScam #MaringPH http://t.co/qnnvn8iA5E,Eyewitness,Not applicable,Related - but not informative
369634733757448000,@Bents8Lord_: Also Pray for this lady who doesnt have a heart. #PrayForThePhilippines #FloodPH http://t.co/9KXbXH0T57,Outsiders,Sympathy and support,Related - but not informative
369635543253909000,Have seen photos of flood in Metro Manila... Grabe na ang taas.ingat kayo jan @anj_gie @AngelBiih @geniebelles @Shangiiieee @miraebr @Owhmj,Not applicable,Sympathy and support,Related - but not informative
369638198239969000,"Oh lord, I pray for those lives are in danger, let your spirit strengthen them to face all the difficulties. In jesus name Amen. #FloodPH",Outsiders,Sympathy and support,Related - but not informative
369638504428761000,Photo: Keep safe and pray for everyone. #prayforPhilippines #stop #maring #habagat http://t.co/atQyaiCdax,Outsiders,Sympathy and support,Related - but not informative
369639515247227000,"RT @MgaPinoyPatama: Dear #MaringPH, dalawin mo nga si Arianna Tiangco. Thank you :)",Outsiders,Not applicable,Related - but not informative
369640517673304000,Papasok na ang baha sa bahqy #floodPH,Eyewitness,Other Useful Information,Related - but not informative
369640920343274000,“@ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH” aw grabe,Outsiders,Sympathy and support,Related - but not informative
369641704678105000,Kudos to those volunteers helping out the residents in our area! #MaringPH #habagat,Outsiders,Donations and volunteering,Related - but not informative
369641805337207000,“@birdpingoy: Intense!! 😔 http://t.co/QvdTtlfzEm” #TyphoonMaring #MaringPH #PrayForThePhilippines,Eyewitness,Sympathy and support,Related - but not informative
369643667612373000,RT @dottie1277: #PrayForThePhilippines #Philippines #MaringPH #storm http://t.co/5qlep0jLpL,Outsiders,Sympathy and support,Related - but not informative
369644649066934000,"“@ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH” Wow. So, you're a God now?",Outsiders,Sympathy and support,Related - but not informative
369644825252868000,@puhleenaa haha ohmygod :((( =)))) nakauwi na daw ba si tito ricky? Medyo baha sa manila hahaha,Outsiders,Not applicable,Related - but not informative
369645282423603000,I don't know if I'm more anxious about #midterms or the rise of the #MarikinaRiver because of #MaringPH. Patas lang ata #lawstudentproblems,Eyewitness,Not applicable,Related - but not informative
369645299192435000,#PrayForThePhilippines  #MaringPH  please tumigil ka na....,Eyewitness,Sympathy and support,Related - but not informative
369648537195139000,“@ariannatngco: YUCK IN THE PHILIPPINES ARE SO MANY BEGGAR PEOPLE SO BETTER DIE #PrayForThePhilippines #FloodPH” HAHAHAHHAHAHAHAH pakyu,Outsiders,Not applicable,Related - but not informative
369649602531983000,Kaninang umaga sa aming village... #MaringPH http://t.co/XGZGGaDxZR,Eyewitness,Other Useful Information,Related - but not informative
369650445616034000,RT @iamsuperbianca: PRAYING FOR SUNSHINE. #MaringPH,Eyewitness,Sympathy and support,Related - but not informative
369651678741397000,RT @ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH,Not applicable,Sympathy and support,Related - but not informative
369651687121646000,@ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH excuse me bitch,Outsiders,Not applicable,Related - but not informative
369651712295846000,"RT @MrScottEddy: Stay safe everyone, help out when if can!! #MaringPH #MaringUpdates #FloodPH #PrayForThePhilippines #TyphoonMaring",Outsiders,Sympathy and support,Related - but not informative
369653817836466000,Hiyee! Bad Tuesday sa inyong lahat dahil sa lakas ni #MaringPH!,Eyewitness,Other Useful Information,Related - but not informative
369653956231717000,RT @ariannatngco: PHILIPPINES ARE BEGGAR #PrayForThePhilippines #FloodPH,Outsiders,Not applicable,Related - but not informative
369655717843595000,@ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH LAKI NG GALIT TE AH? LA KANG MAGAWA :)),Not applicable,Sympathy and support,Related - but not informative
369655759765639000,U ARE SO WRONG GRAMMINGZ @ariannatngco: YUCK IN THE PHILIPPINES ARE SO MANY BEGGAR PEOPLE SO BETTER DIE #PrayForThePhilippines #FloodPH,Outsiders,Not applicable,Related - but not informative
369656976130597000,“@ariannatngco: YUCK IN THE PHILIPPINES ARE SO MANY BEGGAR PEOPLE SO BETTER DIE #PrayForThePhilippines #FloodPH”. CAN U JST.  RIP ENGLISH,Outsiders,Not applicable,Related - but not informative
369657106162803000,pumasok na yung tubig sa loob ng bahay ng tito ko#floodph http://t.co/UD8LzoJXHK,Eyewitness,Other Useful Information,Related - but not informative
369657710129598000,The rain goes on and on again :( #MaringPH,Eyewitness,Affected individuals,Related - but not informative
369660478378623000,RT @megimperial: Top trending ang #safenow meaning madami na ang narescue! Thank God! :),Outsiders,Affected individuals,Related - but not informative
369662156087632000,@dbalanquit Hahaha. Ang nagagawa talaga ng bagyo sa mga single oh. :p #emomode #MaringPH,Outsiders,Not applicable,Related - but not informative
369663083058176000,RT @ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH,Not applicable,Sympathy and support,Related - but not informative
369663187899396000,My Mom wt our Neighbor hahaha! May AirBed pala kami galing Aussie Lol! #yolo #baha #habagat http://t.co/uBoYgrxwpl,Eyewitness,Affected individuals,Related - but not informative
369664886579532000,RT @SamAdrianooo: “@ariannatngco: WOOOHOOO I LOVE IT!!! MORE HEAVY RAINS AND FLOODS #PrayForThePhilippines #FloodPH http://t.co/G8gOqebrtp”…,Eyewitness,Sympathy and support,Related - but not informative
369665897410998000,RT @NgaNgaDre: @ariannatngco: MORE HEAVY RAINS AND FLOODS IN THE PHILIPPINES SO DIE NOW #PrayForThePhilippines #FloodPH Gusto mo ikaw una…,Not applicable,Sympathy and support,Related - but not informative
369667948429857000,@AriannyCeleste @mark_munoz #PrayForThePhilippines #rescuePH #MaringPH,Media,Sympathy and support,Related - but not informative
369671341605016000,RT @ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH,Outsiders,Not applicable,Related - but not informative
369672214037025000,Pinakamalaking swimming pool dito lang makikita #FloodPH,Eyewitness,Not applicable,Related - but not informative
369672763499221000,Philippines be safe!!!!  #FloodPH #prayforthephil #arcillaclan #biongclan #garciaclan #outlawclan #bboysclan,NGOs,Sympathy and support,Related - but not informative
369673078072426000,Ay grabe! Ganto din nung Ondoy pero mas malala yun. #MaringPh http://t.co/9Y35O9vOV4,Eyewitness,Other Useful Information,Related - but not informative
369673417823228000,RT @jnznpaul God Bless you Arianna Tiangco. Or I must say Pia Reyes? - poser si Arianna hahaha malunod ka sana ni #MaringPH at Habagat!!,Not applicable,Not applicable,Related - but not informative
369673476526731000,RT @onecainta: RT @marvinsaw: @onecainta inside marick subdivision #FloodPH http://t.co/PFVekxZkyW,Outsiders,Infrastructure and utilities,Related - but not informative
369673900155621000,RT @ohteenquotation: Take time to RETWEET this❣ #PrayForThePhilippines #MaringPH http://t.co/MtDaRGCVYu,Outsiders,Sympathy and support,Related - but not informative
369674034352378000,"RT @HecklerForever: Nawawala, bumabalik... heto na naman. Bigla na lang dumadating, heto na naman. #Habagat",Not applicable,Not applicable,Related - but not informative
369676857144517000,Sa ngalan ng #balikalindogprogram #maringph you can't stop me (@ Fitness First) [pic]: http://t.co/33grlQv3OJ,Outsiders,Not applicable,Related - but not informative
369677251391930000,Kaya nyo to PINAS!! Pabayaan nyo na lng yang Arianna Tiangco na yan.. Shes just a BITCH!! #PrayForThePhilippines #FloodPH,Outsiders,Sympathy and support,Related - but not informative
369680237744767000,Be safe and dry everybody!!! ⚡⚡☔☁#PrayForThePhilippines #FloodPH #PrayForLaguna,Outsiders,Sympathy and support,Related - but not informative
369684251676930000,Thank God the rain has finally stopped. Sana magtuloy tuloy na. #MaringPH #PrayForThePhilippines 🙏,Eyewitness,Sympathy and support,Related - but not informative
369686504051728000,#PrayForThePhilippines #safenow Keep Safe Everyone,Outsiders,Sympathy and support,Related - but not informative
369686646658052000,Goodjob Yogi. Keeping guard and making sure were all safe. #yogi #cats #MaringPH http://t.co/PBELOisZ6g,Eyewitness,Sympathy and support,Related - but not informative
369687015727436000,RT @TheMetrobyLoL: Keep Safe Everyone #Maring2013 #PrayForThePhilippines #FloodPH,Outsiders,Sympathy and support,Related - but not informative
369689356153266000,I hope that everyone's #SAFENOW :-) All Glory to God!,Outsiders,Sympathy and support,Related - but not informative
369690564100243000,"RT @ustNDT: @UST_CSC Thomasians, let's all come together as one. Pls continue praying, sharing, and caring. #MaringPH http://t.co/8TOSdW4VR7",NGOs,Sympathy and support,Related - but not informative
369691285541507000,RT @MaringPH: On the way to Arianna Tiangco's house! :) #MaringPH,Eyewitness,Not applicable,Related - but not informative
369691985994469000,"“@ustNDT: @UST_CSC Thomasians, let's all come together as one. Pls continue praying, sharing, and caring. #MaringPH http://t.co/Ri04Og4aRd”",Outsiders,Sympathy and support,Related - but not informative
369695723094147000,"Sana the Senators/Congressmen donate yun pork barrel to fixing the roads,better sewage system &amp;also for clothing &amp; food supplies!#reliefPH",Outsiders,Not applicable,Related - but not informative
369697174332113000,"RT @TedPylon: Ayan na anaman ang malakas na buhos ng ulan! Pwede ba #MaringPH at #Habagat, tigilan niyo na ang LQ niyo?!?! SOBRA na kayo eh!",Media,Other Useful Information,Related - but not informative
369698017382642000,RT @MaringPH: Pareng Ondoy and Pareng Milenyo where are you? May Reunion tayo ngayon sa bahay ni Arianna Tiangco! #MaringPH,Not applicable,Not applicable,Related - but not informative
369698189349110000,http://t.co/E4hAbiwTCg #MaringPH #Philippines #flooding,Outsiders,Other Useful Information,Related - but not informative
369698248086147000,@manila_bulletin Last SONA. Ang sarap daw maging Pilipino ngayon sabi ni PNoy. Maybe kung Badjao ka  #FloodPH #Maring http://t.co/vhuwfMT9wY,Media,Not applicable,Related - but not informative
369699921630204000,2 days na kong absent :((  #MaringPH,Eyewitness,Sympathy and support,Related - but not informative
369700311675310000,@MaringPH: Hi Chicser! Kayo next kong pupuntahan :) #MaringPH :))))) haha,Outsiders,Sympathy and support,Related - but not informative
369700991157174000,RT @OhDOsCore: RT FOR A SHOUTOUT :)) #PrayForThePhilippines #SAFENOW,Outsiders,Sympathy and support,Related - but not informative
369706666058863000,RT @Mamacski96: Keep safe everyone #PrayForThePhilippines #RescuePH. Watch #myhusbandsloverday52,Eyewitness,Sympathy and support,Related - but not informative
369711674036474000,#Habagat your so pa Bigat to our Country hihihiihihihih :)))) #BeSafe #SafeNow,Eyewitness,Sympathy and support,Related - but not informative
369713498562908000,#FloodPH and #PrayForThePhilippines are trending worldwide ajskldasjd ingat tayo guys.,Outsiders,Sympathy and support,Related - but not informative
369715302105227000,"Mother Nature, Mother Earth, Mama Mary, help us. Please cast away this rain! #MaringPH #PrayForThePhilippines",Outsiders,Sympathy and support,Related - but not informative
369716677849932000,Prayers. #PrayforthePhilippines #Maring #Typhoon #rescuePH http://t.co/e9T9TYBUzU,Outsiders,Sympathy and support,Related - but not informative
369719534166348000,Just when it finally cleared up...tama na #maring! God help those helpless.,Eyewitness,Sympathy and support,Related - but not informative
369720213660394000,Grabe ang baha sa Manila. Hope tumigil na ang ulan at bumaba na ang tubig. Keep safe everyone :(,Eyewitness,Sympathy and support,Related - but not informative
369724240175444000,RT @akoposimarcelo: Miss ka na ng mga Pinoy. #ReliefPH #FloodPH #PrayForThePhilippines http://t.co/gI5pig6pcV,Outsiders,Sympathy and support,Related - but not informative
369724386984485000,"Despite the storm, Pinoy tayo. Smile lang. :) This'll pass. #MaringPH",Outsiders,Sympathy and support,Related - but not informative
369724751885132000,Its not fun having you here anymore. #FloodPH #PrayForThePhilippines,Eyewitness,Sympathy and support,Related - but not informative
369727234900107000,*sees a photo link captioned #MaringPH #.RescuePH #PrayForThePhilippines :(*  OMG hope she's okay!!! *clicks the link*  Selfie amputa!,Outsiders,Sympathy and support,Related - but not informative
369728069600555000,RT @ohteenquotation: Take time to RETWEET this❣ #PrayForThePhilippines #MaringPH http://t.co/MtDaRGCVYu,Outsiders,Sympathy and support,Related - but not informative
